RevisionColumn,NUTS,Units,periods,GenderID,ValueColumn
"r_2","BG","perc","2013Q4","0","47"
"r_2","BG","perc","2013Q4","1","51.8"
"r_2","BG","perc","2013Q4","2","42.5"
"r_2","BG","perc","2014Q1","0","46.5"
"r_2","BG","perc","2014Q1","1","51.2"
"r_2","BG","perc","2014Q1","2","42.2"
"r_2","BG","perc","2014Q2","0","47.9"
"r_2","BG","perc","2014Q2","1","52.7"
"r_2","BG","perc","2014Q2","2","43.5"
"r_2","BG","perc","2014Q3","0","49.3"
"r_2","BG","perc","2014Q3","1","54.3"
"r_2","BG","perc","2014Q3","2","44.6"
"r_2","BG","perc","2014Q4","0","48.2"
"r_2","BG","perc","2014Q4","1","52.7"
"r_2","BG","perc","2014Q4","2","44"
"r_2","BG","perc","2015Q1","0","47.7"
"r_2","BG","perc","2015Q1","1","52.5"
"r_2","BG","perc","2015Q1","2","43.3"
"r_2","BG","perc","2015Q2","0","48.7"
"r_2","BG","perc","2015Q2","1","53.7"
"r_2","BG","perc","2015Q2","2","44.2"
"r_2","BG","perc","2015Q3","0","50.3"
"r_2","BG","perc","2015Q3","1","55.5"
"r_2","BG","perc","2015Q3","2","45.6"
"r_2","BG","perc","2015Q4","0","49.7"
"r_2","BG","perc","2015Q4","1","54.9"
"r_2","BG","perc","2015Q4","2","44.8"
"r_2","BG31","perc","2003Q1","0","36.4"
"r_2","BG31","perc","2003Q1","1","38.8"
"r_2","BG31","perc","2003Q1","2","34.1"
"r_2","BG31","perc","2003Q2","0","37.3"
"r_2","BG31","perc","2003Q2","1","40.8"
"r_2","BG31","perc","2003Q2","2","33.9"
"r_2","BG31","perc","2003Q3","0","37.2"
"r_2","BG31","perc","2003Q3","1","41.6"
"r_2","BG31","perc","2003Q3","2","33.1"
"r_2","BG31","perc","2003Q4","0","36"
"r_2","BG31","perc","2003Q4","1","39.6"
"r_2","BG31","perc","2003Q4","2","32.5"
"r_2","BG31","perc","2004Q1","0","35.6"
"r_2","BG31","perc","2004Q1","1","38.7"
"r_2","BG31","perc","2004Q1","2","32.6"
"r_2","BG31","perc","2004Q2","0","37.7"
"r_2","BG31","perc","2004Q2","1","41.8"
"r_2","BG31","perc","2004Q2","2","33.9"
"r_2","BG31","perc","2004Q3","0","38.8"
"r_2","BG31","perc","2004Q3","1","42.4"
"r_2","BG31","perc","2004Q3","2","35.4"
"r_2","BG31","perc","2004Q4","0","37.7"
"r_2","BG31","perc","2004Q4","1","41.1"
"r_2","BG31","perc","2004Q4","2","34.5"
"r_2","BG31","perc","2005Q1","0","35.1"
"r_2","BG31","perc","2005Q1","1","38.1"
"r_2","BG31","perc","2005Q1","2","32.3"
"r_2","BG31","perc","2005Q2","0","38.1"
"r_2","BG31","perc","2005Q2","1","41.7"
"r_2","BG31","perc","2005Q2","2","34.8"
"r_2","BG31","perc","2005Q3","0","39.5"
"r_2","BG31","perc","2005Q3","1","42.5"
"r_2","BG31","perc","2005Q3","2","36.7"
"r_2","BG31","perc","2005Q4","0","37.2"
"r_2","BG31","perc","2005Q4","1","41.1"
"r_2","BG31","perc","2005Q4","2","33.7"
"r_2","BG31","perc","2006Q1","0","36.8"
"r_2","BG31","perc","2006Q1","1","40.6"
"r_2","BG31","perc","2006Q1","2","33.2"
"r_2","BG31","perc","2006Q2","0","39.7"
"r_2","BG31","perc","2006Q2","1","43.4"
"r_2","BG31","perc","2006Q2","2","36.2"
"r_2","BG31","perc","2006Q3","0","40.5"
"r_2","BG31","perc","2006Q3","1","45.6"
"r_2","BG31","perc","2006Q3","2","35.8"
"r_2","BG31","perc","2006Q4","0","41.4"
"r_2","BG31","perc","2006Q4","1","47"
"r_2","BG31","perc","2006Q4","2","36.2"
"r_2","BG31","perc","2007Q1","0","40.1"
"r_2","BG31","perc","2007Q1","1","44.2"
"r_2","BG31","perc","2007Q1","2","36.2"
"r_2","BG31","perc","2007Q2","0","42.3"
"r_2","BG31","perc","2007Q2","1","46.3"
"r_2","BG31","perc","2007Q2","2","38.5"
"r_2","BG31","perc","2007Q3","0","43.3"
"r_2","BG31","perc","2007Q3","1","48.4"
"r_2","BG31","perc","2007Q3","2","38.5"
"r_2","BG31","perc","2007Q4","0","43.5"
"r_2","BG31","perc","2007Q4","1","48.8"
"r_2","BG31","perc","2007Q4","2","38.5"
"r_2","BG31","perc","2008Q1","0","43.4"
"r_2","BG31","perc","2008Q1","1","47"
"r_2","BG31","perc","2008Q1","2","40.1"
"r_2","BG31","perc","2008Q2","0","44.3"
"r_2","BG31","perc","2008Q2","1","48.1"
"r_2","BG31","perc","2008Q2","2","40.6"
"r_2","BG31","perc","2008Q3","0","45.3"
"r_2","BG31","perc","2008Q3","1","49.5"
"r_2","BG31","perc","2008Q3","2","41.3"
"r_2","BG31","perc","2008Q4","0","45"
"r_2","BG31","perc","2008Q4","1","49.3"
"r_2","BG31","perc","2008Q4","2","41.1"
"r_2","BG31","perc","2009Q1","0","43.7"
"r_2","BG31","perc","2009Q1","1","47.6"
"r_2","BG31","perc","2009Q1","2","40.1"
"r_2","BG31","perc","2009Q2","0","42.5"
"r_2","BG31","perc","2009Q2","1","46.2"
"r_2","BG31","perc","2009Q2","2","39"
"r_2","BG31","perc","2009Q3","0","42.9"
"r_2","BG31","perc","2009Q3","1","46.8"
"r_2","BG31","perc","2009Q3","2","39.4"
"r_2","BG31","perc","2009Q4","0","42.4"
"r_2","BG31","perc","2009Q4","1","46.2"
"r_2","BG31","perc","2009Q4","2","38.8"
"r_2","BG31","perc","2010Q1","0","41.7"
"r_2","BG31","perc","2010Q1","1","45.6"
"r_2","BG31","perc","2010Q1","2","38.1"
"r_2","BG31","perc","2010Q2","0","41.6"
"r_2","BG31","perc","2010Q2","1","45.9"
"r_2","BG31","perc","2010Q2","2","37.4"
"r_2","BG31","perc","2010Q3","0","40.7"
"r_2","BG31","perc","2010Q3","1","44.6"
"r_2","BG31","perc","2010Q3","2","37.1"
"r_2","BG31","perc","2010Q4","0","40.8"
"r_2","BG31","perc","2010Q4","1","43.8"
"r_2","BG31","perc","2010Q4","2","38"
"r_2","BG31","perc","2011Q1","0","39.3"
"r_2","BG31","perc","2011Q1","1","42.5"
"r_2","BG31","perc","2011Q1","2","36.3"
"r_2","BG31","perc","2011Q2","0","39.1"
"r_2","BG31","perc","2011Q2","1","42.7"
"r_2","BG31","perc","2011Q2","2","35.8"
"r_2","BG31","perc","2011Q3","0","40.2"
"r_2","BG31","perc","2011Q3","1","44.7"
"r_2","BG31","perc","2011Q3","2","36"
"r_2","BG31","perc","2011Q4","0","40.9"
"r_2","BG31","perc","2011Q4","1","45.2"
"r_2","BG31","perc","2011Q4","2","36.9"
"r_2","BG31","perc","2012Q1","0","39.7"
"r_2","BG31","perc","2012Q1","1","42.9"
"r_2","BG31","perc","2012Q1","2","36.6"
"r_2","BG31","perc","2012Q2","0","37.9"
"r_2","BG31","perc","2012Q2","1","41.3"
"r_2","BG31","perc","2012Q2","2","34.7"
"r_2","BG31","perc","2012Q3","0","39.6"
"r_2","BG31","perc","2012Q3","1","44.3"
"r_2","BG31","perc","2012Q3","2","35"
"r_2","BG31","perc","2012Q4","0","41.1"
"r_2","BG31","perc","2012Q4","1","45.3"
"r_2","BG31","perc","2012Q4","2","37.2"
"r_2","BG31","perc","2013Q1","0","39.7"
"r_2","BG31","perc","2013Q1","1","43"
"r_2","BG31","perc","2013Q1","2","36.5"
"r_2","BG31","perc","2013Q2","0","38.9"
"r_2","BG31","perc","2013Q2","1","42"
"r_2","BG31","perc","2013Q2","2","36"
"r_2","BG31","perc","2013Q3","0","41.5"
"r_2","BG31","perc","2013Q3","1","44.5"
"r_2","BG31","perc","2013Q3","2","38.8"
"r_2","BG31","perc","2013Q4","0","40.6"
"r_2","BG31","perc","2013Q4","1","45.3"
"r_2","BG31","perc","2013Q4","2","36.2"
"r_2","BG31","perc","2014Q1","0","39.3"
"r_2","BG31","perc","2014Q1","1","43.3"
"r_2","BG31","perc","2014Q1","2","35.6"
"r_2","BG31","perc","2014Q2","0","39.5"
"r_2","BG31","perc","2014Q2","1","41.2"
"r_2","BG31","perc","2014Q2","2","37.8"
"r_2","BG31","perc","2014Q3","0","41.2"
"r_2","BG31","perc","2014Q3","1","43.1"
"r_2","BG31","perc","2014Q3","2","39.3"
"r_2","BG31","perc","2014Q4","0","40.8"
"r_2","BG31","perc","2014Q4","1","44.4"
"r_2","BG31","perc","2014Q4","2","37.5"
"r_2","BG31","perc","2015Q1","0","39.5"
"r_2","BG31","perc","2015Q1","1","43.5"
"r_2","BG31","perc","2015Q1","2","35.7"
"r_2","BG31","perc","2015Q2","0","41.2"
"r_2","BG31","perc","2015Q2","1","44.8"
"r_2","BG31","perc","2015Q2","2","37.7"
"r_2","BG31","perc","2015Q3","0","42.2"
"r_2","BG31","perc","2015Q3","1","45.6"
"r_2","BG31","perc","2015Q3","2","39.1"
"r_2","BG31","perc","2015Q4","0","40.9"
"r_2","BG31","perc","2015Q4","1","45.3"
"r_2","BG31","perc","2015Q4","2","36.8"
"r_2","BG311","perc","2003Q1","0","28.3"
"r_2","BG311","perc","2003Q1","1","30"
"r_2","BG311","perc","2003Q1","2","26.7"
"r_2","BG311","perc","2003Q2","0","32.7"
"r_2","BG311","perc","2003Q2","1","34.5"
"r_2","BG311","perc","2003Q2","2","31"
"r_2","BG311","perc","2003Q3","0","33.3"
"r_2","BG311","perc","2003Q3","1","34.7"
"r_2","BG311","perc","2003Q3","2","32"
"r_2","BG311","perc","2003Q4","0","29.7"
"r_2","BG311","perc","2003Q4","1","32.3"
"r_2","BG311","perc","2003Q4","2","27.3"
"r_2","BG311","perc","2004Q1","0","31"
"r_2","BG311","perc","2004Q1","1","33.6"
"r_2","BG311","perc","2004Q1","2","28.7"
"r_2","BG311","perc","2004Q2","0","31.7"
"r_2","BG311","perc","2004Q2","1","33.3"
"r_2","BG311","perc","2004Q2","2","30.3"
"r_2","BG311","perc","2004Q3","0","29.8"
"r_2","BG311","perc","2004Q3","1","30.6"
"r_2","BG311","perc","2004Q3","2","29.1"
"r_2","BG311","perc","2004Q4","0","28.7"
"r_2","BG311","perc","2004Q4","1","30.9"
"r_2","BG311","perc","2004Q4","2","26.6"
"r_2","BG311","perc","2005Q1","0","28"
"r_2","BG311","perc","2005Q1","1","31"
"r_2","BG311","perc","2005Q1","2","25.3"
"r_2","BG311","perc","2005Q2","0","31"
"r_2","BG311","perc","2005Q2","1","34.2"
"r_2","BG311","perc","2005Q2","2","28.1"
"r_2","BG311","perc","2005Q3","0","30.9"
"r_2","BG311","perc","2005Q3","1","30.5"
"r_2","BG311","perc","2005Q3","2","31.2"
"r_2","BG311","perc","2005Q4","0","28.7"
"r_2","BG311","perc","2005Q4","1","33.5"
"r_2","BG311","perc","2005Q4","2","24.3"
"r_2","BG311","perc","2006Q1","0","28.7"
"r_2","BG311","perc","2006Q1","1","31.5"
"r_2","BG311","perc","2006Q1","2","26.2"
"r_2","BG311","perc","2006Q2","0","32.4"
"r_2","BG311","perc","2006Q2","1","33.3"
"r_2","BG311","perc","2006Q2","2","31.6"
"r_2","BG311","perc","2006Q3","0","33.6"
"r_2","BG311","perc","2006Q3","1","39.2"
"r_2","BG311","perc","2006Q3","2","28.5"
"r_2","BG311","perc","2006Q4","0","35.3"
"r_2","BG311","perc","2006Q4","1","40.7"
"r_2","BG311","perc","2006Q4","2","30.4"
"r_2","BG311","perc","2007Q1","0","33.4"
"r_2","BG311","perc","2007Q1","1","36"
"r_2","BG311","perc","2007Q1","2","30.9"
"r_2","BG311","perc","2007Q2","0","37.4"
"r_2","BG311","perc","2007Q2","1","38.8"
"r_2","BG311","perc","2007Q2","2","36"
"r_2","BG311","perc","2007Q3","0","40.5"
"r_2","BG311","perc","2007Q3","1","43.8"
"r_2","BG311","perc","2007Q3","2","37.6"
"r_2","BG311","perc","2007Q4","0","38.5"
"r_2","BG311","perc","2007Q4","1","43.5"
"r_2","BG311","perc","2007Q4","2","34"
"r_2","BG311","perc","2008Q1","0","38.3"
"r_2","BG311","perc","2008Q1","1","43.2"
"r_2","BG311","perc","2008Q1","2","33.8"
"r_2","BG311","perc","2008Q2","0","38"
"r_2","BG311","perc","2008Q2","1","41.9"
"r_2","BG311","perc","2008Q2","2","34.4"
"r_2","BG311","perc","2008Q3","0","40.8"
"r_2","BG311","perc","2008Q3","1","43.5"
"r_2","BG311","perc","2008Q3","2","38.3"
"r_2","BG311","perc","2008Q4","0","39.3"
"r_2","BG311","perc","2008Q4","1","43.4"
"r_2","BG311","perc","2008Q4","2","35.6"
"r_2","BG311","perc","2009Q1","0","35.9"
"r_2","BG311","perc","2009Q1","1","41.7"
"r_2","BG311","perc","2009Q1","2","30.6"
"r_2","BG311","perc","2009Q2","0","35.6"
"r_2","BG311","perc","2009Q2","1","41.1"
"r_2","BG311","perc","2009Q2","2","30.5"
"r_2","BG311","perc","2009Q3","0","36.2"
"r_2","BG311","perc","2009Q3","1","39.3"
"r_2","BG311","perc","2009Q3","2","33.3"
"r_2","BG311","perc","2009Q4","0","37.9"
"r_2","BG311","perc","2009Q4","1","42"
"r_2","BG311","perc","2009Q4","2","34.1"
"r_2","BG311","perc","2010Q1","0","36.6"
"r_2","BG311","perc","2010Q1","1","41.2"
"r_2","BG311","perc","2010Q1","2","32.4"
"r_2","BG311","perc","2010Q2","0","35.1"
"r_2","BG311","perc","2010Q2","1","42.3"
"r_2","BG311","perc","2010Q2","2","28.5"
"r_2","BG311","perc","2010Q3","0","35.7"
"r_2","BG311","perc","2010Q3","1","40"
"r_2","BG311","perc","2010Q3","2","31.6"
"r_2","BG311","perc","2010Q4","0","36.8"
"r_2","BG311","perc","2010Q4","1","38.2"
"r_2","BG311","perc","2010Q4","2","35.5"
"r_2","BG311","perc","2011Q1","0","37.3"
"r_2","BG311","perc","2011Q1","1","40.4"
"r_2","BG311","perc","2011Q1","2","34.4"
"r_2","BG311","perc","2011Q2","0","33.6"
"r_2","BG311","perc","2011Q2","1","38.1"
"r_2","BG311","perc","2011Q2","2","29.3"
"r_2","BG311","perc","2011Q3","0","34.6"
"r_2","BG311","perc","2011Q3","1","40.1"
"r_2","BG311","perc","2011Q3","2","29.4"
"r_2","BG311","perc","2011Q4","0","38"
"r_2","BG311","perc","2011Q4","1","40.4"
"r_2","BG311","perc","2011Q4","2","35.7"
"r_2","BG311","perc","2012Q1","0","37.8"
"r_2","BG311","perc","2012Q1","1","41.7"
"r_2","BG311","perc","2012Q1","2","34.2"
"r_2","BG311","perc","2012Q2","0","37.2"
"r_2","BG311","perc","2012Q2","1","45.3"
"r_2","BG311","perc","2012Q2","2","29.6"
"r_2","BG311","perc","2012Q3","0","35.7"
"r_2","BG311","perc","2012Q3","1","44.6"
"r_2","BG311","perc","2012Q3","2","27.5"
"r_2","BG311","perc","2012Q4","0","37.1"
"r_2","BG311","perc","2012Q4","1","43"
"r_2","BG311","perc","2012Q4","2","31.5"
"r_2","BG311","perc","2013Q1","0","39.5"
"r_2","BG311","perc","2013Q1","1","42.4"
"r_2","BG311","perc","2013Q1","2","36.8"
"r_2","BG311","perc","2013Q2","0","40.3"
"r_2","BG311","perc","2013Q2","1","45.1"
"r_2","BG311","perc","2013Q2","2","35.8"
"r_2","BG311","perc","2013Q3","0","38.6"
"r_2","BG311","perc","2013Q3","1","43.7"
"r_2","BG311","perc","2013Q3","2","33.9"
"r_2","BG311","perc","2013Q4","0","40.1"
"r_2","BG311","perc","2013Q4","1","44.4"
"r_2","BG311","perc","2013Q4","2","36"
"r_2","BG311","perc","2014Q1","0","41.9"
"r_2","BG311","perc","2014Q1","1","44.4"
"r_2","BG311","perc","2014Q1","2","39.5"
"r_2","BG311","perc","2014Q2","0","38.9"
"r_2","BG311","perc","2014Q2","1","41.2"
"r_2","BG311","perc","2014Q2","2","36.8"
"r_2","BG311","perc","2014Q3","0","36.9"
"r_2","BG311","perc","2014Q3","1","40.1"
"r_2","BG311","perc","2014Q3","2","33.8"
"r_2","BG311","perc","2014Q4","0","37.4"
"r_2","BG311","perc","2014Q4","1","39.3"
"r_2","BG311","perc","2014Q4","2","35.7"
"r_2","BG311","perc","2015Q1","0","40.3"
"r_2","BG311","perc","2015Q1","1","42.8"
"r_2","BG311","perc","2015Q1","2","37.9"
"r_2","BG311","perc","2015Q2","0","41.5"
"r_2","BG311","perc","2015Q2","1","46.1"
"r_2","BG311","perc","2015Q2","2","37.3"
"r_2","BG311","perc","2015Q3","0","40.9"
"r_2","BG311","perc","2015Q3","1","43.1"
"r_2","BG311","perc","2015Q3","2","38.8"
"r_2","BG311","perc","2015Q4","0","40.9"
"r_2","BG311","perc","2015Q4","1","41.6"
"r_2","BG311","perc","2015Q4","2","40.3"
"r_2","BG313","perc","2003Q1","0","38.1"
"r_2","BG313","perc","2003Q1","1","43.3"
"r_2","BG313","perc","2003Q1","2","33.2"
"r_2","BG313","perc","2003Q2","0","33.8"
"r_2","BG313","perc","2003Q2","1","38.5"
"r_2","BG313","perc","2003Q2","2","29.5"
"r_2","BG313","perc","2003Q3","0","34.1"
"r_2","BG313","perc","2003Q3","1","38.6"
"r_2","BG313","perc","2003Q3","2","29.9"
"r_2","BG313","perc","2003Q4","0","34"
"r_2","BG313","perc","2003Q4","1","36.3"
"r_2","BG313","perc","2003Q4","2","31.9"
"r_2","BG313","perc","2004Q1","0","33.1"
"r_2","BG313","perc","2004Q1","1","35.5"
"r_2","BG313","perc","2004Q1","2","30.9"
"r_2","BG313","perc","2004Q2","0","35.7"
"r_2","BG313","perc","2004Q2","1","40.6"
"r_2","BG313","perc","2004Q2","2","31"
"r_2","BG313","perc","2004Q3","0","38.6"
"r_2","BG313","perc","2004Q3","1","41.1"
"r_2","BG313","perc","2004Q3","2","36.2"
"r_2","BG313","perc","2004Q4","0","40.1"
"r_2","BG313","perc","2004Q4","1","42.7"
"r_2","BG313","perc","2004Q4","2","37.7"
"r_2","BG313","perc","2005Q1","0","32.8"
"r_2","BG313","perc","2005Q1","1","35.9"
"r_2","BG313","perc","2005Q1","2","30"
"r_2","BG313","perc","2005Q2","0","36.3"
"r_2","BG313","perc","2005Q2","1","39.3"
"r_2","BG313","perc","2005Q2","2","33.5"
"r_2","BG313","perc","2005Q3","0","37.9"
"r_2","BG313","perc","2005Q3","1","41"
"r_2","BG313","perc","2005Q3","2","35.1"
"r_2","BG313","perc","2005Q4","0","37.5"
"r_2","BG313","perc","2005Q4","1","42.2"
"r_2","BG313","perc","2005Q4","2","33.1"
"r_2","BG313","perc","2006Q1","0","37.1"
"r_2","BG313","perc","2006Q1","1","42.3"
"r_2","BG313","perc","2006Q1","2","32.2"
"r_2","BG313","perc","2006Q2","0","38.9"
"r_2","BG313","perc","2006Q2","1","42.1"
"r_2","BG313","perc","2006Q2","2","35.8"
"r_2","BG313","perc","2006Q3","0","39.2"
"r_2","BG313","perc","2006Q3","1","43.7"
"r_2","BG313","perc","2006Q3","2","34.9"
"r_2","BG313","perc","2006Q4","0","40.5"
"r_2","BG313","perc","2006Q4","1","46.8"
"r_2","BG313","perc","2006Q4","2","34.6"
"r_2","BG313","perc","2007Q1","0","38.8"
"r_2","BG313","perc","2007Q1","1","43.4"
"r_2","BG313","perc","2007Q1","2","34.5"
"r_2","BG313","perc","2007Q2","0","43.2"
"r_2","BG313","perc","2007Q2","1","47.8"
"r_2","BG313","perc","2007Q2","2","38.9"
"r_2","BG313","perc","2007Q3","0","44.4"
"r_2","BG313","perc","2007Q3","1","50.2"
"r_2","BG313","perc","2007Q3","2","39"
"r_2","BG313","perc","2007Q4","0","43.6"
"r_2","BG313","perc","2007Q4","1","50.4"
"r_2","BG313","perc","2007Q4","2","37.3"
"r_2","BG313","perc","2008Q1","0","42.4"
"r_2","BG313","perc","2008Q1","1","46.5"
"r_2","BG313","perc","2008Q1","2","38.6"
"r_2","BG313","perc","2008Q2","0","42.9"
"r_2","BG313","perc","2008Q2","1","47.5"
"r_2","BG313","perc","2008Q2","2","38.7"
"r_2","BG313","perc","2008Q3","0","43.8"
"r_2","BG313","perc","2008Q3","1","48"
"r_2","BG313","perc","2008Q3","2","39.8"
"r_2","BG313","perc","2008Q4","0","44.7"
"r_2","BG313","perc","2008Q4","1","48.1"
"r_2","BG313","perc","2008Q4","2","41.7"
"r_2","BG313","perc","2009Q1","0","43.3"
"r_2","BG313","perc","2009Q1","1","47.8"
"r_2","BG313","perc","2009Q1","2","39.2"
"r_2","BG313","perc","2009Q2","0","40.6"
"r_2","BG313","perc","2009Q2","1","45"
"r_2","BG313","perc","2009Q2","2","36.5"
"r_2","BG313","perc","2009Q3","0","42"
"r_2","BG313","perc","2009Q3","1","46.3"
"r_2","BG313","perc","2009Q3","2","38"
"r_2","BG313","perc","2009Q4","0","42.6"
"r_2","BG313","perc","2009Q4","1","47.8"
"r_2","BG313","perc","2009Q4","2","37.8"
"r_2","BG313","perc","2010Q1","0","42.1"
"r_2","BG313","perc","2010Q1","1","46.3"
"r_2","BG313","perc","2010Q1","2","38.1"
"r_2","BG313","perc","2010Q2","0","41.7"
"r_2","BG313","perc","2010Q2","1","46.6"
"r_2","BG313","perc","2010Q2","2","36.9"
"r_2","BG313","perc","2010Q3","0","40.7"
"r_2","BG313","perc","2010Q3","1","44.8"
"r_2","BG313","perc","2010Q3","2","36.8"
"r_2","BG313","perc","2010Q4","0","39.8"
"r_2","BG313","perc","2010Q4","1","41.6"
"r_2","BG313","perc","2010Q4","2","38"
"r_2","BG313","perc","2011Q1","0","39.8"
"r_2","BG313","perc","2011Q1","1","40.9"
"r_2","BG313","perc","2011Q1","2","38.8"
