RevisionColumn,GenderID,Age10_LFS,periods,Units,ValueColumn
"r_2","0","0","2015Q1","perc","53.4"
"r_2","0","0","2015Q2","perc","54.1"
"r_2","0","0","2015Q3","perc","54.9"
"r_2","0","0","2015Q4","perc","53.9"
"r_2","0","15 - 64","2003Q1","perc","59.5"
"r_2","0","15 - 64","2003Q2","perc","61.6"
"r_2","0","15 - 64","2003Q3","perc","62.2"
"r_2","0","15 - 64","2003Q4","perc","60.2"
"r_2","0","15 - 64","2004Q1","perc","59.7"
"r_2","0","15 - 64","2004Q2","perc","62.8"
"r_2","0","15 - 64","2004Q3","perc","63.1"
"r_2","0","15 - 64","2004Q4","perc","61.4"
"r_2","0","15 - 64","2005Q1","perc","59.9"
"r_2","0","15 - 64","2005Q2","perc","62.5"
"r_2","0","15 - 64","2005Q3","perc","63.8"
"r_2","0","15 - 64","2005Q4","perc","62.2"
"r_2","0","15 - 64","2006Q1","perc","61.5"
"r_2","0","15 - 64","2006Q2","perc","65"
"r_2","0","15 - 64","2006Q3","perc","66.2"
"r_2","0","15 - 64","2006Q4","perc","65.3"
"r_2","0","15 - 64","2007Q1","perc","64.9"
"r_2","0","15 - 64","2007Q2","perc","66.1"
"r_2","0","15 - 64","2007Q3","perc","67.2"
"r_2","0","15 - 64","2007Q4","perc","67.1"
"r_2","0","15 - 64","2008Q1","perc","67"
"r_2","0","15 - 64","2008Q2","perc","67.9"
"r_2","0","15 - 64","2008Q3","perc","68.5"
"r_2","0","15 - 64","2008Q4","perc","67.8"
"r_2","0","15 - 64","2009Q1","perc","66.9"
"r_2","0","15 - 64","2009Q2","perc","67.6"
"r_2","0","15 - 64","2009Q3","perc","67.7"
"r_2","0","15 - 64","2009Q4","perc","66.5"
"r_2","0","15 - 64","2010Q1","perc","65.7"
"r_2","0","15 - 64","2010Q2","perc","67"
"r_2","0","15 - 64","2010Q3","perc","67.3"
"r_2","0","15 - 64","2010Q4","perc","66.8"
"r_2","0","15 - 64","2011Q1","perc","65.2"
"r_2","0","15 - 64","2011Q2","perc","65.5"
"r_2","0","15 - 64","2011Q3","perc","66.7"
"r_2","0","15 - 64","2011Q4","perc","66.2"
"r_2","0","15 - 64","2012Q1","perc","65.4"
"r_2","0","15 - 64","2012Q2","perc","66.6"
"r_2","0","15 - 64","2012Q3","perc","68.6"
"r_2","0","15 - 64","2012Q4","perc","67.9"
"r_2","0","15 - 64","2013Q1","perc","67"
"r_2","0","15 - 64","2013Q2","perc","68.4"
"r_2","0","15 - 64","2013Q3","perc","69.6"
"r_2","0","15 - 64","2013Q4","perc","68.6"
"r_2","0","15 - 64","2014Q1","perc","68"
"r_2","0","15 - 64","2014Q2","perc","68.8"
"r_2","0","15 - 64","2014Q3","perc","70.4"
"r_2","0","15 - 64","2014Q4","perc","68.8"
"r_2","0","15 - 64","2015Q1","perc","68.3"
"r_2","0","15 - 64","2015Q2","perc","69.4"
"r_2","0","15 - 64","2015Q3","perc","70.4"
"r_2","0","15 - 64","2015Q4","perc","69.2"
"r_2","0","20 - 64","2003Q1","perc","65.4"
"r_2","0","20 - 64","2003Q2","perc","67.9"
"r_2","0","20 - 64","2003Q3","perc","68.4"
"r_2","0","20 - 64","2003Q4","perc","66.4"
"r_2","0","20 - 64","2004Q1","perc","65.8"
"r_2","0","20 - 64","2004Q2","perc","69.4"
"r_2","0","20 - 64","2004Q3","perc","69.7"
"r_2","0","20 - 64","2004Q4","perc","67.7"
"r_2","0","20 - 64","2005Q1","perc","66"
"r_2","0","20 - 64","2005Q2","perc","69.1"
"r_2","0","20 - 64","2005Q3","perc","70.5"
"r_2","0","20 - 64","2005Q4","perc","68.8"
"r_2","0","20 - 64","2006Q1","perc","68"
"r_2","0","20 - 64","2006Q2","perc","71.8"
"r_2","0","20 - 64","2006Q3","perc","73"
"r_2","0","20 - 64","2006Q4","perc","72.2"
"r_2","0","20 - 64","2007Q1","perc","71.7"
"r_2","0","20 - 64","2007Q2","perc","73.2"
"r_2","0","20 - 64","2007Q3","perc","74.1"
"r_2","0","20 - 64","2007Q4","perc","74.1"
"r_2","0","20 - 64","2008Q1","perc","73.8"
"r_2","0","20 - 64","2008Q2","perc","74.7"
"r_2","0","20 - 64","2008Q3","perc","75.5"
"r_2","0","20 - 64","2008Q4","perc","74.9"
"r_2","0","20 - 64","2009Q1","perc","73.4"
"r_2","0","20 - 64","2009Q2","perc","74.1"
"r_2","0","20 - 64","2009Q3","perc","74.2"
"r_2","0","20 - 64","2009Q4","perc","73"
"r_2","0","20 - 64","2010Q1","perc","70.9"
"r_2","0","20 - 64","2010Q2","perc","72.3"
"r_2","0","20 - 64","2010Q3","perc","72.5"
"r_2","0","20 - 64","2010Q4","perc","72"
"r_2","0","20 - 64","2011Q1","perc","70.1"
"r_2","0","20 - 64","2011Q2","perc","70.4"
"r_2","0","20 - 64","2011Q3","perc","71.5"
"r_2","0","20 - 64","2011Q4","perc","71"
"r_2","0","20 - 64","2012Q1","perc","70"
"r_2","0","20 - 64","2012Q2","perc","71.2"
"r_2","0","20 - 64","2012Q3","perc","73"
"r_2","0","20 - 64","2012Q4","perc","72.2"
"r_2","0","20 - 64","2013Q1","perc","71.4"
"r_2","0","20 - 64","2013Q2","perc","72.9"
"r_2","0","20 - 64","2013Q3","perc","74"
"r_2","0","20 - 64","2013Q4","perc","73"
"r_2","0","20 - 64","2014Q1","perc","72.3"
"r_2","0","20 - 64","2014Q2","perc","73.2"
"r_2","0","20 - 64","2014Q3","perc","74.8"
"r_2","0","20 - 64","2014Q4","perc","73.2"
"r_2","0","20 - 64","2015Q1","perc","72.7"
"r_2","0","20 - 64","2015Q2","perc","73.9"
"r_2","0","20 - 64","2015Q3","perc","74.8"
"r_2","0","20 - 64","2015Q4","perc","73.8"
"r_2","0","15 - 29","2003Q1","perc","43.8"
"r_2","0","15 - 29","2003Q2","perc","44.1"
"r_2","0","15 - 29","2003Q3","perc","44.8"
"r_2","0","15 - 29","2003Q4","perc","42.6"
"r_2","0","15 - 29","2004Q1","perc","41.7"
"r_2","0","15 - 29","2004Q2","perc","44.2"
"r_2","0","15 - 29","2004Q3","perc","43.5"
"r_2","0","15 - 29","2004Q4","perc","42.9"
"r_2","0","15 - 29","2005Q1","perc","41.2"
"r_2","0","15 - 29","2005Q2","perc","42.5"
"r_2","0","15 - 29","2005Q3","perc","43.7"
"r_2","0","15 - 29","2005Q4","perc","42.4"
"r_2","0","15 - 29","2006Q1","perc","41.1"
"r_2","0","15 - 29","2006Q2","perc","43.7"
"r_2","0","15 - 29","2006Q3","perc","45.7"
"r_2","0","15 - 29","2006Q4","perc","44"
"r_2","0","15 - 29","2007Q1","perc","43.4"
"r_2","0","15 - 29","2007Q2","perc","43.2"
"r_2","0","15 - 29","2007Q3","perc","44.6"
"r_2","0","15 - 29","2007Q4","perc","44.3"
"r_2","0","15 - 29","2008Q1","perc","44.6"
"r_2","0","15 - 29","2008Q2","perc","45.4"
"r_2","0","15 - 29","2008Q3","perc","45.8"
"r_2","0","15 - 29","2008Q4","perc","44"
"r_2","0","15 - 29","2009Q1","perc","44.1"
"r_2","0","15 - 29","2009Q2","perc","44.6"
"r_2","0","15 - 29","2009Q3","perc","44.6"
"r_2","0","15 - 29","2009Q4","perc","42.4"
"r_2","0","15 - 29","2010Q1","perc","46.1"
"r_2","0","15 - 29","2010Q2","perc","47.8"
"r_2","0","15 - 29","2010Q3","perc","48.2"
"r_2","0","15 - 29","2010Q4","perc","46.7"
"r_2","0","15 - 29","2011Q1","perc","44.9"
"r_2","0","15 - 29","2011Q2","perc","44.9"
"r_2","0","15 - 29","2011Q3","perc","47.6"
"r_2","0","15 - 29","2011Q4","perc","46.7"
"r_2","0","15 - 29","2012Q1","perc","46.1"
"r_2","0","15 - 29","2012Q2","perc","46"
"r_2","0","15 - 29","2012Q3","perc","49.6"
"r_2","0","15 - 29","2012Q4","perc","47.9"
"r_2","0","15 - 29","2013Q1","perc","46.3"
"r_2","0","15 - 29","2013Q2","perc","46.4"
"r_2","0","15 - 29","2013Q3","perc","48.3"
"r_2","0","15 - 29","2013Q4","perc","46.8"
"r_2","0","15 - 29","2014Q1","perc","45.2"
"r_2","0","15 - 29","2014Q2","perc","46.1"
"r_2","0","15 - 29","2014Q3","perc","48.2"
"r_2","0","15 - 29","2014Q4","perc","45.5"
"r_2","0","15 - 29","2015Q1","perc","45"
"r_2","0","15 - 29","2015Q2","perc","46.2"
"r_2","0","15 - 29","2015Q3","perc","47.6"
"r_2","0","15 - 29","2015Q4","perc","44.3"
"r_2","0","15 - 24","2003Q1","perc","29.2"
"r_2","0","15 - 24","2003Q2","perc","29.2"
"r_2","0","15 - 24","2003Q3","perc","29.3"
"r_2","0","15 - 24","2003Q4","perc","27.4"
"r_2","0","15 - 24","2004Q1","perc","27.8"
"r_2","0","15 - 24","2004Q2","perc","29.5"
"r_2","0","15 - 24","2004Q3","perc","29.1"
"r_2","0","15 - 24","2004Q4","perc","29.3"
"r_2","0","15 - 24","2005Q1","perc","26.7"
"r_2","0","15 - 24","2005Q2","perc","27.8"
"r_2","0","15 - 24","2005Q3","perc","28.9"
"r_2","0","15 - 24","2005Q4","perc","28"
"r_2","0","15 - 24","2006Q1","perc","26.4"
"r_2","0","15 - 24","2006Q2","perc","29"
"r_2","0","15 - 24","2006Q3","perc","31.5"
"r_2","0","15 - 24","2006Q4","perc","28.6"
"r_2","0","15 - 24","2007Q1","perc","28.1"
"r_2","0","15 - 24","2007Q2","perc","28.1"
"r_2","0","15 - 24","2007Q3","perc","29.9"
"r_2","0","15 - 24","2007Q4","perc","29.5"
"r_2","0","15 - 24","2008Q1","perc","29.1"
"r_2","0","15 - 24","2008Q2","perc","30.6"
"r_2","0","15 - 24","2008Q3","perc","31.1"
"r_2","0","15 - 24","2008Q4","perc","29.7"
"r_2","0","15 - 24","2009Q1","perc","30"
"r_2","0","15 - 24","2009Q2","perc","29.9"
"r_2","0","15 - 24","2009Q3","perc","30.1"
"r_2","0","15 - 24","2009Q4","perc","28.1"
"r_2","0","15 - 24","2010Q1","perc","29.8"
"r_2","0","15 - 24","2010Q2","perc","31.4"
"r_2","0","15 - 24","2010Q3","perc","33.2"
"r_2","0","15 - 24","2010Q4","perc","30.3"
"r_2","0","15 - 24","2011Q1","perc","27.7"
"r_2","0","15 - 24","2011Q2","perc","28.5"
"r_2","0","15 - 24","2011Q3","perc","31.5"
"r_2","0","15 - 24","2011Q4","perc","30.2"
"r_2","0","15 - 24","2012Q1","perc","28.8"
"r_2","0","15 - 24","2012Q2","perc","29.1"
"r_2","0","15 - 24","2012Q3","perc","32.8"
"r_2","0","15 - 24","2012Q4","perc","31.1"
"r_2","0","15 - 24","2013Q1","perc","29.3"
"r_2","0","15 - 24","2013Q2","perc","29.2"
"r_2","0","15 - 24","2013Q3","perc","31.5"
"r_2","0","15 - 24","2013Q4","perc","28.6"
"r_2","0","15 - 24","2014Q1","perc","25.4"
"r_2","0","15 - 24","2014Q2","perc","27.3"
"r_2","0","15 - 24","2014Q3","perc","30.2"
"r_2","0","15 - 24","2014Q4","perc","26"
"r_2","0","15 - 24","2015Q1","perc","25.8"
"r_2","0","15 - 24","2015Q2","perc","26.3"
"r_2","0","15 - 24","2015Q3","perc","28"
"r_2","0","15 - 24","2015Q4","perc","23.7"
"r_2","0","25 - 34","2003Q1","perc","75.6"
"r_2","0","25 - 34","2003Q2","perc","77.2"
"r_2","0","25 - 34","2003Q3","perc","78"
"r_2","0","25 - 34","2003Q4","perc","75.5"
"r_2","0","25 - 34","2004Q1","perc","73.9"
"r_2","0","25 - 34","2004Q2","perc","78.6"
"r_2","0","25 - 34","2004Q3","perc","79.5"
"r_2","0","25 - 34","2004Q4","perc","76.7"
"r_2","0","25 - 34","2005Q1","perc","74.7"
"r_2","0","25 - 34","2005Q2","perc","78.1"
"r_2","0","25 - 34","2005Q3","perc","79.2"
"r_2","0","25 - 34","2005Q4","perc","77.2"
"r_2","0","25 - 34","2006Q1","perc","75.6"
"r_2","0","25 - 34","2006Q2","perc","80"
"r_2","0","25 - 34","2006Q3","perc","81.6"
"r_2","0","25 - 34","2006Q4","perc","81.3"
"r_2","0","25 - 34","2007Q1","perc","80.9"
"r_2","0","25 - 34","2007Q2","perc","81.4"
"r_2","0","25 - 34","2007Q3","perc","82.4"
"r_2","0","25 - 34","2007Q4","perc","82.2"
"r_2","0","25 - 34","2008Q1","perc","82.8"
"r_2","0","25 - 34","2008Q2","perc","82.7"
"r_2","0","25 - 34","2008Q3","perc","83.5"
"r_2","0","25 - 34","2008Q4","perc","82.4"
"r_2","0","25 - 34","2009Q1","perc","80.7"
"r_2","0","25 - 34","2009Q2","perc","81.4"
"r_2","0","25 - 34","2009Q3","perc","81"
"r_2","0","25 - 34","2009Q4","perc","79.7"
"r_2","0","25 - 34","2010Q1","perc","78.2"
"r_2","0","25 - 34","2010Q2","perc","80.3"
"r_2","0","25 - 34","2010Q3","perc","79.6"
"r_2","0","25 - 34","2010Q4","perc","80.7"
"r_2","0","25 - 34","2011Q1","perc","78.3"
"r_2","0","25 - 34","2011Q2","perc","77.2"
"r_2","0","25 - 34","2011Q3","perc","78.8"
"r_2","0","25 - 34","2011Q4","perc","78.8"
"r_2","0","25 - 34","2012Q1","perc","77.8"
"r_2","0","25 - 34","2012Q2","perc","77.8"
"r_2","0","25 - 34","2012Q3","perc","80.3"
"r_2","0","25 - 34","2012Q4","perc","79.3"
"r_2","0","25 - 34","2013Q1","perc","77.5"
"r_2","0","25 - 34","2013Q2","perc","78.5"
"r_2","0","25 - 34","2013Q3","perc","79.9"
"r_2","0","25 - 34","2013Q4","perc","78.8"
"r_2","0","25 - 34","2014Q1","perc","78.4"
"r_2","0","25 - 34","2014Q2","perc","78"
"r_2","0","25 - 34","2014Q3","perc","78.9"
"r_2","0","25 - 34","2014Q4","perc","77.9"
"r_2","0","25 - 34","2015Q1","perc","77.1"
"r_2","0","25 - 34","2015Q2","perc","79.2"
"r_2","0","25 - 34","2015Q3","perc","78.9"
"r_2","0","25 - 34","2015Q4","perc","77.9"
"r_2","0","35 - 44","2003Q1","perc","82.3"
"r_2","0","35 - 44","2003Q2","perc","84.5"
"r_2","0","35 - 44","2003Q3","perc","85.1"
"r_2","0","35 - 44","2003Q4","perc","82.8"
"r_2","0","35 - 44","2004Q1","perc","82.5"
"r_2","0","35 - 44","2004Q2","perc","85.5"
"r_2","0","35 - 44","2004Q3","perc","86.3"
"r_2","0","35 - 44","2004Q4","perc","84.1"
"r_2","0","35 - 44","2005Q1","perc","81.7"
"r_2","0","35 - 44","2005Q2","perc","84.2"
"r_2","0","35 - 44","2005Q3","perc","86.5"
"r_2","0","35 - 44","2005Q4","perc","84.7"
"r_2","0","35 - 44","2006Q1","perc","83.5"
"r_2","0","35 - 44","2006Q2","perc","86.5"
"r_2","0","35 - 44","2006Q3","perc","87.1"
"r_2","0","35 - 44","2006Q4","perc","87"
"r_2","0","35 - 44","2007Q1","perc","86.5"
"r_2","0","35 - 44","2007Q2","perc","87.3"
"r_2","0","35 - 44","2007Q3","perc","88.9"
"r_2","0","35 - 44","2007Q4","perc","88.9"
"r_2","0","35 - 44","2008Q1","perc","87.4"
"r_2","0","35 - 44","2008Q2","perc","88.7"
"r_2","0","35 - 44","2008Q3","perc","89.1"
"r_2","0","35 - 44","2008Q4","perc","88.3"
"r_2","0","35 - 44","2009Q1","perc","87"
"r_2","0","35 - 44","2009Q2","perc","87.8"
"r_2","0","35 - 44","2009Q3","perc","88.1"
"r_2","0","35 - 44","2009Q4","perc","87.1"
"r_2","0","35 - 44","2010Q1","perc","85.4"
"r_2","0","35 - 44","2010Q2","perc","86.5"
"r_2","0","35 - 44","2010Q3","perc","87.1"
"r_2","0","35 - 44","2010Q4","perc","86.5"
"r_2","0","35 - 44","2011Q1","perc","84.4"
"r_2","0","35 - 44","2011Q2","perc","85.1"
"r_2","0","35 - 44","2011Q3","perc","85.9"
"r_2","0","35 - 44","2011Q4","perc","85.4"
"r_2","0","35 - 44","2012Q1","perc","83.8"
"r_2","0","35 - 44","2012Q2","perc","85.4"
"r_2","0","35 - 44","2012Q3","perc","86.7"
"r_2","0","35 - 44","2012Q4","perc","85.9"
"r_2","0","35 - 44","2013Q1","perc","85.6"
"r_2","0","35 - 44","2013Q2","perc","86.6"
"r_2","0","35 - 44","2013Q3","perc","87.5"
"r_2","0","35 - 44","2013Q4","perc","86.9"
"r_2","0","35 - 44","2014Q1","perc","86.4"
"r_2","0","35 - 44","2014Q2","perc","87.5"
"r_2","0","35 - 44","2014Q3","perc","88.8"
"r_2","0","35 - 44","2014Q4","perc","86.9"
"r_2","0","35 - 44","2015Q1","perc","86.2"
"r_2","0","35 - 44","2015Q2","perc","86.8"
"r_2","0","35 - 44","2015Q3","perc","87.3"
"r_2","0","35 - 44","2015Q4","perc","85.8"
"r_2","0","45 - 54","2003Q1","perc","74.9"
"r_2","0","45 - 54","2003Q2","perc","77.9"
"r_2","0","45 - 54","2003Q3","perc","79"
"r_2","0","45 - 54","2003Q4","perc","76.6"
"r_2","0","45 - 54","2004Q1","perc","76"
"r_2","0","45 - 54","2004Q2","perc","78.9"
"r_2","0","45 - 54","2004Q3","perc","78.5"
"r_2","0","45 - 54","2004Q4","perc","77.7"
"r_2","0","45 - 54","2005Q1","perc","76.8"
"r_2","0","45 - 54","2005Q2","perc","79.7"
"r_2","0","45 - 54","2005Q3","perc","80.2"
"r_2","0","45 - 54","2005Q4","perc","79.1"
"r_2","0","45 - 54","2006Q1","perc","78.5"
"r_2","0","45 - 54","2006Q2","perc","81.7"
"r_2","0","45 - 54","2006Q3","perc","81.7"
"r_2","0","45 - 54","2006Q4","perc","81.9"
"r_2","0","45 - 54","2007Q1","perc","81.5"
"r_2","0","45 - 54","2007Q2","perc","83.7"
"r_2","0","45 - 54","2007Q3","perc","83.7"
"r_2","0","45 - 54","2007Q4","perc","84.4"
"r_2","0","45 - 54","2008Q1","perc","84.5"
"r_2","0","45 - 54","2008Q2","perc","85.1"
"r_2","0","45 - 54","2008Q3","perc","84.9"
"r_2","0","45 - 54","2008Q4","perc","84.5"
"r_2","0","45 - 54","2009Q1","perc","83.5"
"r_2","0","45 - 54","2009Q2","perc","84.3"
"r_2","0","45 - 54","2009Q3","perc","84.6"
"r_2","0","45 - 54","2009Q4","perc","83"
"r_2","0","45 - 54","2010Q1","perc","81.3"
"r_2","0","45 - 54","2010Q2","perc","82.7"
"r_2","0","45 - 54","2010Q3","perc","83.6"
"r_2","0","45 - 54","2010Q4","perc","82.7"
"r_2","0","45 - 54","2011Q1","perc","81.4"
"r_2","0","45 - 54","2011Q2","perc","81.9"
"r_2","0","45 - 54","2011Q3","perc","83.5"
"r_2","0","45 - 54","2011Q4","perc","82.3"
"r_2","0","45 - 54","2012Q1","perc","81.1"
"r_2","0","45 - 54","2012Q2","perc","82.4"
"r_2","0","45 - 54","2012Q3","perc","83.5"
"r_2","0","45 - 54","2012Q4","perc","83.2"
"r_2","0","45 - 54","2013Q1","perc","82.3"
"r_2","0","45 - 54","2013Q2","perc","84.4"
"r_2","0","45 - 54","2013Q3","perc","84.1"
"r_2","0","45 - 54","2013Q4","perc","83.2"
"r_2","0","45 - 54","2014Q1","perc","83.1"
"r_2","0","45 - 54","2014Q2","perc","84.2"
"r_2","0","45 - 54","2014Q3","perc","84.9"
"r_2","0","45 - 54","2014Q4","perc","82.7"
"r_2","0","45 - 54","2015Q1","perc","83.3"
"r_2","0","45 - 54","2015Q2","perc","84.5"
"r_2","0","45 - 54","2015Q3","perc","85.3"
"r_2","0","45 - 54","2015Q4","perc","84.3"
"r_2","0","55 - 64","2003Q1","perc","30.7"
"r_2","0","55 - 64","2003Q2","perc","34.7"
"r_2","0","55 - 64","2003Q3","perc","35.5"
"r_2","0","55 - 64","2003Q4","perc","34.8"
"r_2","0","55 - 64","2004Q1","perc","34"
"r_2","0","55 - 64","2004Q2","perc","37.1"
"r_2","0","55 - 64","2004Q3","perc","38.1"
"r_2","0","55 - 64","2004Q4","perc","35.4"
"r_2","0","55 - 64","2005Q1","perc","35.4"
"r_2","0","55 - 64","2005Q2","perc","38.6"
"r_2","0","55 - 64","2005Q3","perc","39.7"
"r_2","0","55 - 64","2005Q4","perc","38.3"
"r_2","0","55 - 64","2006Q1","perc","39.3"
"r_2","0","55 - 64","2006Q2","perc","43.5"
"r_2","0","55 - 64","2006Q3","perc","45.2"
"r_2","0","55 - 64","2006Q4","perc","44"
"r_2","0","55 - 64","2007Q1","perc","43.7"
"r_2","0","55 - 64","2007Q2","perc","45.9"
"r_2","0","55 - 64","2007Q3","perc","46.7"
"r_2","0","55 - 64","2007Q4","perc","46.4"
"r_2","0","55 - 64","2008Q1","perc","47.3"
"r_2","0","55 - 64","2008Q2","perc","48.5"
"r_2","0","55 - 64","2008Q3","perc","49.8"
"r_2","0","55 - 64","2008Q4","perc","49.3"
"r_2","0","55 - 64","2009Q1","perc","48.4"
"r_2","0","55 - 64","2009Q2","perc","49.6"
"r_2","0","55 - 64","2009Q3","perc","49.5"
"r_2","0","55 - 64","2009Q4","perc","49.2"
"r_2","0","55 - 64","2010Q1","perc","49.1"
"r_2","0","55 - 64","2010Q2","perc","49.8"
"r_2","0","55 - 64","2010Q3","perc","49"
"r_2","0","55 - 64","2010Q4","perc","49.3"
"r_2","0","55 - 64","2011Q1","perc","48.7"
"r_2","0","55 - 64","2011Q2","perc","49.3"
"r_2","0","55 - 64","2011Q3","perc","48.7"
"r_2","0","55 - 64","2011Q4","perc","49"
"r_2","0","55 - 64","2012Q1","perc","48.8"
"r_2","0","55 - 64","2012Q2","perc","51.2"
"r_2","0","55 - 64","2012Q3","perc","52.4"
"r_2","0","55 - 64","2012Q4","perc","52"
"r_2","0","55 - 64","2013Q1","perc","51.8"
"r_2","0","55 - 64","2013Q2","perc","54.1"
"r_2","0","55 - 64","2013Q3","perc","55.4"
"r_2","0","55 - 64","2013Q4","perc","55.2"
"r_2","0","55 - 64","2014Q1","perc","55.3"
"r_2","0","55 - 64","2014Q2","perc","55.7"
"r_2","0","55 - 64","2014Q3","perc","57.7"
"r_2","0","55 - 64","2014Q4","perc","57.9"
"r_2","0","55 - 64","2015Q1","perc","56.2"
"r_2","0","55 - 64","2015Q2","perc","56.9"
"r_2","0","55 - 64","2015Q3","perc","58.9"
"r_2","0","55 - 64","2015Q4","perc","60"
"r_2","0","65+","2003Q1","perc","2.9"
"r_2","0","65+","2003Q2","perc","4.3"
"r_2","0","65+","2003Q3","perc","4.3"
"r_2","0","65+","2003Q4","perc","3.4"
"r_2","0","65+","2004Q1","perc","3.2"
"r_2","0","65+","2004Q2","perc","3.5"
"r_2","0","65+","2004Q3","perc","3.7"
"r_2","0","65+","2004Q4","perc","3"
"r_2","0","65+","2005Q1","perc","2.6"
"r_2","0","65+","2005Q2","perc","2.7"
"r_2","0","65+","2005Q3","perc","2.5"
"r_2","0","65+","2005Q4","perc","2.3"
"r_2","0","65+","2006Q1","perc","2.3"
"r_2","0","65+","2006Q2","perc","2.8"
"r_2","0","65+","2006Q3","perc","3"
"r_2","0","65+","2006Q4","perc","2.9"
"r_2","0","65+","2007Q1","perc","2.6"
"r_2","0","65+","2007Q2","perc","3"
"r_2","0","65+","2007Q3","perc","3.5"
"r_2","0","65+","2007Q4","perc","3.4"
"r_2","0","65+","2008Q1","perc","3.7"
"r_2","0","65+","2008Q2","perc","4"
"r_2","0","65+","2008Q3","perc","4"
"r_2","0","65+","2008Q4","perc","3.7"
"r_2","0","65+","2009Q1","perc","3.5"
"r_2","0","65+","2009Q2","perc","3.6"
"r_2","0","65+","2009Q3","perc","3.4"
"r_2","0","65+","2009Q4","perc","3.3"
"r_2","0","65+","2010Q1","perc","3"
"r_2","0","65+","2010Q2","perc","2.8"
"r_2","0","65+","2010Q3","perc","3"
"r_2","0","65+","2010Q4","perc","3.1"
"r_2","0","65+","2011Q1","perc","2.9"
"r_2","0","65+","2011Q2","perc","2.7"
"r_2","0","65+","2011Q3","perc","3"
"r_2","0","65+","2011Q4","perc","2.9"
"r_2","0","65+","2012Q1","perc","2.8"
"r_2","0","65+","2012Q2","perc","2.9"
"r_2","0","65+","2012Q3","perc","2.9"
"r_2","0","65+","2012Q4","perc","3.1"
"r_2","0","65+","2013Q1","perc","3.1"
"r_2","0","65+","2013Q2","perc","3.3"
"r_2","0","65+","2013Q3","perc","3.6"
"r_2","0","65+","2013Q4","perc","3.8"
"r_2","0","65+","2014Q1","perc","3.9"
"r_2","0","65+","2014Q2","perc","4"
"r_2","0","65+","2014Q3","perc","4.1"
"r_2","0","65+","2014Q4","perc","4.1"
"r_2","0","65+","2015Q1","perc","4.1"
"r_2","0","65+","2015Q2","perc","4.1"
"r_2","0","65+","2015Q3","perc","4.4"
"r_2","0","65+","2015Q4","perc","4.4"
"r_2","1","0","2003Q1","perc","53.1"
"r_2","1","0","2003Q2","perc","55.5"
"r_2","1","0","2003Q3","perc","55.6"
"r_2","1","0","2003Q4","perc","53.7"
"r_2","1","0","2004Q1","perc","53.7"
"r_2","1","0","2004Q2","perc","56.1"
"r_2","1","0","2004Q3","perc","56.2"
"r_2","1","0","2004Q4","perc","55"
"r_2","1","0","2005Q1","perc","53.4"
"r_2","1","0","2005Q2","perc","55.8"
"r_2","1","0","2005Q3","perc","57"
"r_2","1","0","2005Q4","perc","55.4"
"r_2","1","0","2006Q1","perc","54.1"
"r_2","1","0","2006Q2","perc","57.2"
"r_2","1","0","2006Q3","perc","57.9"
