RevisionColumn,periods,Units,GenderID,LFS_DuratUnempl,ValueColumn
"r_2","2008Q4","1000cp","1","0","93.4"
"r_2","2008Q4","1000cp","2","0","84.3"
"r_2","2008Q4","1000cp","0","1","58.5"
"r_2","2008Q4","1000cp","1","1","29.8"
"r_2","2008Q4","1000cp","2","1","28.7"
"r_2","2008Q4","1000cp","0","2","24.6"
"r_2","2008Q4","1000cp","1","2","14.9"
"r_2","2008Q4","1000cp","2","2","9.7"
"r_2","2008Q4","1000cp","0","3","32.4"
"r_2","2008Q4","1000cp","1","3","16.2"
"r_2","2008Q4","1000cp","2","3","16.2"
"r_2","2008Q4","1000cp","0","4","62.2"
"r_2","2008Q4","1000cp","1","4","32.5"
"r_2","2008Q4","1000cp","2","4","29.7"
"r_2","2009Q1","1000cp","0","0","222.2"
"r_2","2009Q1","1000cp","1","0","121.8"
"r_2","2009Q1","1000cp","2","0","100.4"
"r_2","2009Q1","1000cp","0","1","93.8"
"r_2","2009Q1","1000cp","1","1","56.3"
"r_2","2009Q1","1000cp","2","1","37.5"
"r_2","2009Q1","1000cp","0","2","30.7"
"r_2","2009Q1","1000cp","1","2","14.8"
"r_2","2009Q1","1000cp","2","2","15.9"
"r_2","2009Q1","1000cp","0","3","36.1"
"r_2","2009Q1","1000cp","1","3","19.9"
"r_2","2009Q1","1000cp","2","3","16.2"
"r_2","2009Q1","1000cp","0","4","61.5"
"r_2","2009Q1","1000cp","1","4","30.7"
"r_2","2009Q1","1000cp","2","4","30.8"
"r_2","2009Q2","1000cp","0","0","222.6"
"r_2","2009Q2","1000cp","1","0","117.3"
"r_2","2009Q2","1000cp","2","0","105.2"
"r_2","2009Q2","1000cp","0","1","81.4"
"r_2","2009Q2","1000cp","1","1","47.3"
"r_2","2009Q2","1000cp","2","1","34.1"
"r_2","2009Q2","1000cp","0","2","41.4"
"r_2","2009Q2","1000cp","1","2","25"
"r_2","2009Q2","1000cp","2","2","16.4"
"r_2","2009Q2","1000cp","0","3","35.9"
"r_2","2009Q2","1000cp","1","3","15.1"
"r_2","2009Q2","1000cp","2","3","20.8"
"r_2","2009Q2","1000cp","0","4","63.8"
"r_2","2009Q2","1000cp","1","4","29.9"
"r_2","2009Q2","1000cp","2","4","33.9"
"r_2","2009Q3","1000cp","0","0","234.5"
"r_2","2009Q3","1000cp","1","0","127"
"r_2","2009Q3","1000cp","2","0","107.5"
"r_2","2009Q3","1000cp","0","1","88.9"
"r_2","2009Q3","1000cp","1","1","47.2"
"r_2","2009Q3","1000cp","2","1","41.8"
"r_2","2009Q3","1000cp","0","2","46.8"
"r_2","2009Q3","1000cp","1","2","27.6"
"r_2","2009Q3","1000cp","2","2","19.2"
"r_2","2009Q3","1000cp","0","3","39.2"
"r_2","2009Q3","1000cp","1","3","20.5"
"r_2","2009Q3","1000cp","2","3","18.7"
"r_2","2009Q3","1000cp","0","4","59.5"
"r_2","2009Q3","1000cp","1","4","31.7"
"r_2","2009Q3","1000cp","2","4","27.8"
"r_2","2009Q4","1000cp","0","0","272.8"
"r_2","2009Q4","1000cp","1","0","154.2"
"r_2","2009Q4","1000cp","2","0","118.6"
"r_2","2009Q4","1000cp","0","1","100"
"r_2","2009Q4","1000cp","1","1","54.8"
"r_2","2009Q4","1000cp","2","1","45.2"
"r_2","2009Q4","1000cp","0","2","55.2"
"r_2","2009Q4","1000cp","1","2","34.6"
"r_2","2009Q4","1000cp","2","2","20.6"
"r_2","2009Q4","1000cp","0","3","48.5"
"r_2","2009Q4","1000cp","1","3","29.6"
"r_2","2009Q4","1000cp","2","3","18.9"
"r_2","2009Q4","1000cp","0","4","69.1"
"r_2","2009Q4","1000cp","1","4","35.2"
"r_2","2009Q4","1000cp","2","4","33.8"
"r_2","2010Q1","1000cp","0","0","344.5"
"r_2","2010Q1","1000cp","1","0","196.1"
"r_2","2010Q1","1000cp","2","0","148.4"
"r_2","2010Q1","1000cp","0","1","143.1"
"r_2","2010Q1","1000cp","1","1","83.5"
"r_2","2010Q1","1000cp","2","1","59.7"
"r_2","2010Q1","1000cp","0","2","59.5"
"r_2","2010Q1","1000cp","1","2","32.5"
"r_2","2010Q1","1000cp","2","2","27"
"r_2","2010Q1","1000cp","0","3","63"
"r_2","2010Q1","1000cp","1","3","38.9"
"r_2","2010Q1","1000cp","2","3","24"
"r_2","2010Q1","1000cp","0","4","78.8"
"r_2","2010Q1","1000cp","1","4","41.2"
"r_2","2010Q1","1000cp","2","4","37.6"
"r_2","2010Q2","1000cp","0","0","345"
"r_2","2010Q2","1000cp","1","0","194.4"
"r_2","2010Q2","1000cp","2","0","150.5"
"r_2","2010Q2","1000cp","0","1","105.3"
"r_2","2010Q2","1000cp","1","1","57.9"
"r_2","2010Q2","1000cp","2","1","47.5"
"r_2","2010Q2","1000cp","0","2","90.7"
"r_2","2010Q2","1000cp","1","2","52.4"
"r_2","2010Q2","1000cp","2","2","38.3"
"r_2","2010Q2","1000cp","0","3","67.8"
"r_2","2010Q2","1000cp","1","3","41.8"
"r_2","2010Q2","1000cp","2","3","26"
"r_2","2010Q2","1000cp","0","4","81.1"
"r_2","2010Q2","1000cp","1","4","42.4"
"r_2","2010Q2","1000cp","2","4","38.7"
"r_2","2010Q3","1000cp","0","0","330.5"
"r_2","2010Q3","1000cp","1","0","186.9"
"r_2","2010Q3","1000cp","2","0","143.6"
"r_2","2010Q3","1000cp","0","1","91"
"r_2","2010Q3","1000cp","1","1","51.2"
"r_2","2010Q3","1000cp","2","1","39.7"
"r_2","2010Q3","1000cp","0","2","83.3"
"r_2","2010Q3","1000cp","1","2","44.8"
"r_2","2010Q3","1000cp","2","2","38.5"
"r_2","2010Q3","1000cp","0","3","77.5"
"r_2","2010Q3","1000cp","1","3","44.4"
"r_2","2010Q3","1000cp","2","3","33.1"
"r_2","2010Q3","1000cp","0","4","78.7"
"r_2","2010Q3","1000cp","1","4","46.4"
"r_2","2010Q3","1000cp","2","4","32.3"
"r_2","2010Q4","1000cp","0","0","389.4"
"r_2","2010Q4","1000cp","1","0","221.7"
"r_2","2010Q4","1000cp","2","0","167.8"
"r_2","2010Q4","1000cp","0","1","119"
"r_2","2010Q4","1000cp","1","1","70.4"
"r_2","2010Q4","1000cp","2","1","48.6"
"r_2","2010Q4","1000cp","0","2","66.7"
"r_2","2010Q4","1000cp","1","2","38"
"r_2","2010Q4","1000cp","2","2","28.7"
"r_2","2010Q4","1000cp","0","3","94"
"r_2","2010Q4","1000cp","1","3","48.8"
"r_2","2010Q4","1000cp","2","3","45.2"
"r_2","2010Q4","1000cp","0","4","109.7"
"r_2","2010Q4","1000cp","1","4","64.5"
"r_2","2010Q4","1000cp","2","4","45.3"
"r_2","2011Q1","1000cp","0","0","402"
"r_2","2011Q1","1000cp","1","0","234.1"
"r_2","2011Q1","1000cp","2","0","167.9"
"r_2","2011Q1","1000cp","0","1","120.8"
"r_2","2011Q1","1000cp","1","1","73.6"
"r_2","2011Q1","1000cp","2","1","47.1"
"r_2","2011Q1","1000cp","0","2","70.1"
"r_2","2011Q1","1000cp","1","2","39"
"r_2","2011Q1","1000cp","2","2","31.1"
"r_2","2011Q1","1000cp","0","3","92.4"
"r_2","2011Q1","1000cp","1","3","54"
"r_2","2011Q1","1000cp","2","3","38.4"
"r_2","2011Q1","1000cp","0","4","118.7"
"r_2","2011Q1","1000cp","1","4","67.5"
"r_2","2011Q1","1000cp","2","4","51.2"
"r_2","2011Q2","1000cp","0","0","372.3"
"r_2","2011Q2","1000cp","1","0","215.9"
"r_2","2011Q2","1000cp","2","0","156.4"
"r_2","2011Q2","1000cp","0","1","84.5"
"r_2","2011Q2","1000cp","1","1","46.3"
"r_2","2011Q2","1000cp","2","1","38.2"
"r_2","2011Q2","1000cp","0","2","80.3"
"r_2","2011Q2","1000cp","1","2","48.7"
"r_2","2011Q2","1000cp","2","2","31.5"
"r_2","2011Q2","1000cp","0","3","89.5"
"r_2","2011Q2","1000cp","1","3","53.6"
"r_2","2011Q2","1000cp","2","3","35.9"
"r_2","2011Q2","1000cp","0","4","118"
"r_2","2011Q2","1000cp","1","4","67.3"
"r_2","2011Q2","1000cp","2","4","50.7"
"r_2","2011Q3","1000cp","0","0","346.5"
"r_2","2011Q3","1000cp","1","0","199.3"
"r_2","2011Q3","1000cp","2","0","147.2"
"r_2","2011Q3","1000cp","0","1","79.1"
"r_2","2011Q3","1000cp","1","1","42.7"
"r_2","2011Q3","1000cp","2","1","36.4"
"r_2","2011Q3","1000cp","0","2","59.2"
"r_2","2011Q3","1000cp","1","2","31.7"
"r_2","2011Q3","1000cp","2","2","27.5"
"r_2","2011Q3","1000cp","0","3","85.5"
"r_2","2011Q3","1000cp","1","3","53.1"
"r_2","2011Q3","1000cp","2","3","32.3"
"r_2","2011Q3","1000cp","0","4","122.7"
"r_2","2011Q3","1000cp","1","4","71.8"
"r_2","2011Q3","1000cp","2","4","50.9"
"r_2","2011Q4","1000cp","0","0","384.2"
"r_2","2011Q4","1000cp","1","0","226.8"
"r_2","2011Q4","1000cp","2","0","157.4"
"r_2","2011Q4","1000cp","0","1","114.2"
"r_2","2011Q4","1000cp","1","1","63.3"
"r_2","2011Q4","1000cp","2","1","50.9"
"r_2","2011Q4","1000cp","0","2","56.1"
"r_2","2011Q4","1000cp","1","2","30.3"
"r_2","2011Q4","1000cp","2","2","25.8"
"r_2","2011Q4","1000cp","0","3","82.7"
"r_2","2011Q4","1000cp","1","3","52.9"
"r_2","2011Q4","1000cp","2","3","29.8"
"r_2","2011Q4","1000cp","0","4","131.3"
"r_2","2011Q4","1000cp","1","4","80.3"
"r_2","2011Q4","1000cp","2","4","51"
"r_2","2012Q1","1000cp","0","0","421.4"
"r_2","2012Q1","1000cp","1","0","252.3"
"r_2","2012Q1","1000cp","2","0","169"
"r_2","2012Q1","1000cp","0","1","127.6"
"r_2","2012Q1","1000cp","1","1","73.3"
"r_2","2012Q1","1000cp","2","1","54.3"
"r_2","2012Q1","1000cp","0","2","67"
"r_2","2012Q1","1000cp","1","2","37.4"
"r_2","2012Q1","1000cp","2","2","29.7"
"r_2","2012Q1","1000cp","0","3","88.7"
"r_2","2012Q1","1000cp","1","3","56.4"
"r_2","2012Q1","1000cp","2","3","32.3"
"r_2","2012Q1","1000cp","0","4","138.1"
