RevisionColumn,Units,periods,GenderID,NACE2003A17Ext,ValueColumn
"r_1","1000cp","2005Q4","2","C","7.5"
"r_1","1000cp","2006Q1","0","C","39"
"r_1","1000cp","2006Q1","1","C","32.8"
"r_1","1000cp","2006Q1","2","C","6.2"
"r_1","1000cp","2006Q2","0","C","35.6"
"r_1","1000cp","2006Q2","1","C","29.5"
"r_1","1000cp","2006Q2","2","C","6.1"
"r_1","1000cp","2006Q3","0","C","38.5"
"r_1","1000cp","2006Q3","1","C","30.9"
"r_1","1000cp","2006Q3","2","C","7.6"
"r_1","1000cp","2006Q4","0","C","39.7"
"r_1","1000cp","2006Q4","1","C","31.5"
"r_1","1000cp","2006Q4","2","C","8.1"
"r_1","1000cp","2007Q1","0","C","34.3"
"r_1","1000cp","2007Q1","1","C","27.3"
"r_1","1000cp","2007Q1","2","C","7.1"
"r_1","1000cp","2007Q2","0","C","32.4"
"r_1","1000cp","2007Q2","1","C","27.2"
"r_1","1000cp","2007Q2","2","C","5.2"
"r_1","1000cp","2007Q3","0","C","37.4"
"r_1","1000cp","2007Q3","1","C","30.7"
"r_1","1000cp","2007Q3","2","C","6.7"
"r_1","1000cp","2007Q4","0","C","37.8"
"r_1","1000cp","2007Q4","1","C","29.7"
"r_1","1000cp","2007Q4","2","C","8.1"
"r_1","1000cp","2003Q1","0","D","657.2"
"r_1","1000cp","2003Q1","1","D","318.6"
"r_1","1000cp","2003Q1","2","D","338.7"
"r_1","1000cp","2003Q2","0","D","671.1"
"r_1","1000cp","2003Q2","1","D","328.2"
"r_1","1000cp","2003Q2","2","D","343"
"r_1","1000cp","2003Q3","0","D","695"
"r_1","1000cp","2003Q3","1","D","341.7"
"r_1","1000cp","2003Q3","2","D","353.3"
"r_1","1000cp","2003Q4","0","D","686.5"
"r_1","1000cp","2003Q4","1","D","340.5"
"r_1","1000cp","2003Q4","2","D","346"
"r_1","1000cp","2004Q1","0","D","672.7"
"r_1","1000cp","2004Q1","1","D","336.3"
"r_1","1000cp","2004Q1","2","D","336.3"
"r_1","1000cp","2004Q2","0","D","708.9"
"r_1","1000cp","2004Q2","1","D","348.9"
"r_1","1000cp","2004Q2","2","D","360"
"r_1","1000cp","2004Q3","0","D","705.6"
"r_1","1000cp","2004Q3","1","D","346.6"
"r_1","1000cp","2004Q3","2","D","359"
"r_1","1000cp","2004Q4","0","D","698"
"r_1","1000cp","2004Q4","1","D","342.4"
"r_1","1000cp","2004Q4","2","D","355.6"
"r_1","1000cp","2005Q1","0","D","709.9"
"r_1","1000cp","2005Q1","1","D","354.2"
"r_1","1000cp","2005Q1","2","D","355.7"
"r_1","1000cp","2005Q2","0","D","740.1"
"r_1","1000cp","2005Q2","1","D","368"
"r_1","1000cp","2005Q2","2","D","372.2"
"r_1","1000cp","2005Q3","0","D","743.2"
"r_1","1000cp","2005Q3","1","D","372.9"
"r_1","1000cp","2005Q3","2","D","370.3"
"r_1","1000cp","2005Q4","0","D","723.4"
"r_1","1000cp","2005Q4","1","D","365.9"
"r_1","1000cp","2005Q4","2","D","357.5"
"r_1","1000cp","2006Q1","0","D","730.7"
"r_1","1000cp","2006Q1","1","D","366.8"
"r_1","1000cp","2006Q1","2","D","363.9"
"r_1","1000cp","2006Q2","0","D","743.9"
"r_1","1000cp","2006Q2","1","D","374.1"
"r_1","1000cp","2006Q2","2","D","369.7"
"r_1","1000cp","2006Q3","0","D","752.4"
"r_1","1000cp","2006Q3","1","D","378.7"
"r_1","1000cp","2006Q3","2","D","373.6"
"r_1","1000cp","2006Q4","0","D","753.3"
"r_1","1000cp","2006Q4","1","D","382.9"
"r_1","1000cp","2006Q4","2","D","370.4"
"r_1","1000cp","2007Q1","0","D","754.6"
"r_1","1000cp","2007Q1","1","D","383.9"
"r_1","1000cp","2007Q1","2","D","370.7"
"r_1","1000cp","2007Q2","0","D","783.6"
"r_1","1000cp","2007Q2","1","D","382.7"
"r_1","1000cp","2007Q2","2","D","400.9"
"r_1","1000cp","2007Q3","0","D","767.4"
"r_1","1000cp","2007Q3","1","D","367.1"
"r_1","1000cp","2007Q3","2","D","400.3"
"r_1","1000cp","2007Q4","0","D","760.3"
"r_1","1000cp","2007Q4","1","D","374.3"
"r_1","1000cp","2007Q4","2","D","386"
"r_1","1000cp","2003Q1","0","E","57.2"
"r_1","1000cp","2003Q1","1","E","44"
"r_1","1000cp","2003Q1","2","E","13.1"
"r_1","1000cp","2003Q2","0","E","58.6"
"r_1","1000cp","2003Q2","1","E","46.1"
"r_1","1000cp","2003Q2","2","E","12.5"
"r_1","1000cp","2003Q3","0","E","60.5"
"r_1","1000cp","2003Q3","1","E","47.4"
"r_1","1000cp","2003Q3","2","E","13.1"
"r_1","1000cp","2003Q4","0","E","63.9"
"r_1","1000cp","2003Q4","1","E","49"
"r_1","1000cp","2003Q4","2","E","14.9"
"r_1","1000cp","2004Q1","0","E","60.4"
"r_1","1000cp","2004Q1","1","E","45.5"
"r_1","1000cp","2004Q1","2","E","14.9"
"r_1","1000cp","2004Q2","0","E","62.8"
"r_1","1000cp","2004Q2","1","E","47.8"
"r_1","1000cp","2004Q2","2","E","15"
"r_1","1000cp","2004Q3","0","E","67.5"
"r_1","1000cp","2004Q3","1","E","52.3"
"r_1","1000cp","2004Q3","2","E","15.2"
"r_1","1000cp","2004Q4","0","E","60.3"
"r_1","1000cp","2004Q4","1","E","46.4"
"r_1","1000cp","2004Q4","2","E","13.9"
"r_1","1000cp","2005Q1","0","E","62.7"
"r_1","1000cp","2005Q1","1","E","46.3"
"r_1","1000cp","2005Q1","2","E","16.5"
"r_1","1000cp","2005Q2","0","E","66.4"
"r_1","1000cp","2005Q2","1","E","49.5"
"r_1","1000cp","2005Q2","2","E","16.9"
"r_1","1000cp","2005Q3","0","E","66.9"
"r_1","1000cp","2005Q3","1","E","50.9"
"r_1","1000cp","2005Q3","2","E","16"
"r_1","1000cp","2005Q4","0","E","59.8"
"r_1","1000cp","2005Q4","1","E","45"
"r_1","1000cp","2005Q4","2","E","14.8"
"r_1","1000cp","2006Q1","0","E","55.8"
"r_1","1000cp","2006Q1","1","E","41.6"
"r_1","1000cp","2006Q1","2","E","14.1"
"r_1","1000cp","2006Q2","0","E","58.1"
"r_1","1000cp","2006Q2","1","E","43.5"
"r_1","1000cp","2006Q2","2","E","14.5"
"r_1","1000cp","2006Q3","0","E","59.3"
"r_1","1000cp","2006Q3","1","E","43.5"
"r_1","1000cp","2006Q3","2","E","15.9"
"r_1","1000cp","2006Q4","0","E","62.3"
"r_1","1000cp","2006Q4","1","E","48"
"r_1","1000cp","2006Q4","2","E","14.3"
"r_1","1000cp","2007Q1","0","E","62.9"
"r_1","1000cp","2007Q1","1","E","49.1"
"r_1","1000cp","2007Q1","2","E","13.9"
"r_1","1000cp","2007Q2","0","E","61"
"r_1","1000cp","2007Q2","1","E","47.8"
"r_1","1000cp","2007Q2","2","E","13.3"
"r_1","1000cp","2007Q3","0","E","58"
"r_1","1000cp","2007Q3","1","E","45.8"
"r_1","1000cp","2007Q3","2","E","12.3"
"r_1","1000cp","2007Q4","0","E","59.6"
"r_1","1000cp","2007Q4","1","E","46"
"r_1","1000cp","2007Q4","2","E","13.6"
"r_1","1000cp","2003Q1","0","F","137.9"
"r_1","1000cp","2003Q1","1","F","123.3"
"r_1","1000cp","2003Q1","2","F","14.6"
"r_1","1000cp","2003Q2","0","F","154.2"
"r_1","1000cp","2003Q2","1","F","139.1"
"r_1","1000cp","2003Q2","2","F","15.2"
"r_1","1000cp","2003Q3","0","F","160.2"
"r_1","1000cp","2003Q3","1","F","145.1"
"r_1","1000cp","2003Q3","2","F","15.1"
"r_1","1000cp","2003Q4","0","F","153.8"
"r_1","1000cp","2003Q4","1","F","139.3"
"r_1","1000cp","2003Q4","2","F","14.5"
"r_1","1000cp","2004Q1","0","F","151.2"
"r_1","1000cp","2004Q1","1","F","137.3"
"r_1","1000cp","2004Q1","2","F","13.9"
"r_1","1000cp","2004Q2","0","F","167.7"
"r_1","1000cp","2004Q2","1","F","151"
"r_1","1000cp","2004Q2","2","F","16.7"
"r_1","1000cp","2004Q3","0","F","179.8"
"r_1","1000cp","2004Q3","1","F","160.8"
"r_1","1000cp","2004Q3","2","F","19.1"
"r_1","1000cp","2004Q4","0","F","181.2"
"r_1","1000cp","2004Q4","1","F","166.9"
"r_1","1000cp","2004Q4","2","F","14.3"
"r_1","1000cp","2005Q1","0","F","167.6"
"r_1","1000cp","2005Q1","1","F","153.9"
"r_1","1000cp","2005Q1","2","F","13.6"
"r_1","1000cp","2005Q2","0","F","186"
"r_1","1000cp","2005Q2","1","F","167.8"
"r_1","1000cp","2005Q2","2","F","18.1"
"r_1","1000cp","2005Q3","0","F","204.3"
"r_1","1000cp","2005Q3","1","F","187.9"
"r_1","1000cp","2005Q3","2","F","16.4"
"r_1","1000cp","2005Q4","0","F","204.4"
"r_1","1000cp","2005Q4","1","F","191.7"
"r_1","1000cp","2005Q4","2","F","12.7"
"r_1","1000cp","2006Q1","0","F","199.8"
"r_1","1000cp","2006Q1","1","F","186.4"
"r_1","1000cp","2006Q1","2","F","13.3"
"r_1","1000cp","2006Q2","0","F","217.8"
"r_1","1000cp","2006Q2","1","F","199.4"
"r_1","1000cp","2006Q2","2","F","18.4"
"r_1","1000cp","2006Q3","0","F","244"
"r_1","1000cp","2006Q3","1","F","224.9"
"r_1","1000cp","2006Q3","2","F","19.1"
"r_1","1000cp","2006Q4","0","F","258.5"
"r_1","1000cp","2006Q4","1","F","238.3"
"r_1","1000cp","2006Q4","2","F","20.2"
"r_1","1000cp","2007Q1","0","F","273.6"
"r_1","1000cp","2007Q1","1","F","248.9"
"r_1","1000cp","2007Q1","2","F","24.7"
"r_1","1000cp","2007Q2","0","F","293.4"
"r_1","1000cp","2007Q2","1","F","268.7"
"r_1","1000cp","2007Q2","2","F","24.7"
"r_1","1000cp","2007Q3","0","F","296.3"
"r_1","1000cp","2007Q3","1","F","271.9"
"r_1","1000cp","2007Q3","2","F","24.5"
"r_1","1000cp","2007Q4","0","F","306.1"
"r_1","1000cp","2007Q4","1","F","282.4"
"r_1","1000cp","2007Q4","2","F","23.7"
"r_1","1000cp","2003Q1","0","G","423.2"
"r_1","1000cp","2003Q1","1","G","215.8"
"r_1","1000cp","2003Q1","2","G","207.4"
"r_1","1000cp","2003Q2","0","G","426.9"
"r_1","1000cp","2003Q2","1","G","212.9"
"r_1","1000cp","2003Q2","2","G","214"
"r_1","1000cp","2003Q3","0","G","418.3"
"r_1","1000cp","2003Q3","1","G","209.4"
"r_1","1000cp","2003Q3","2","G","208.9"
"r_1","1000cp","2003Q4","0","G","424.4"
"r_1","1000cp","2003Q4","1","G","214.7"
"r_1","1000cp","2003Q4","2","G","209.7"
"r_1","1000cp","2004Q1","0","G","429.3"
"r_1","1000cp","2004Q1","1","G","213.9"
"r_1","1000cp","2004Q1","2","G","215.4"
"r_1","1000cp","2004Q2","0","G","441.1"
"r_1","1000cp","2004Q2","1","G","216.6"
"r_1","1000cp","2004Q2","2","G","224.5"
"r_1","1000cp","2004Q3","0","G","436.4"
"r_1","1000cp","2004Q3","1","G","214.2"
"r_1","1000cp","2004Q3","2","G","222.3"
"r_1","1000cp","2004Q4","0","G","436.4"
"r_1","1000cp","2004Q4","1","G","219.4"
"r_1","1000cp","2004Q4","2","G","217"
"r_1","1000cp","2005Q1","0","G","438.7"
"r_1","1000cp","2005Q1","1","G","219.8"
"r_1","1000cp","2005Q1","2","G","218.9"
"r_1","1000cp","2005Q2","0","G","442"
"r_1","1000cp","2005Q2","1","G","212.9"
"r_1","1000cp","2005Q2","2","G","229"
"r_1","1000cp","2005Q3","0","G","452.6"
"r_1","1000cp","2005Q3","1","G","218.9"
"r_1","1000cp","2005Q3","2","G","233.7"
"r_1","1000cp","2005Q4","0","G","455.4"
"r_1","1000cp","2005Q4","1","G","227.1"
"r_1","1000cp","2005Q4","2","G","228.2"
"r_1","1000cp","2006Q1","0","G","472.6"
"r_1","1000cp","2006Q1","1","G","232.6"
"r_1","1000cp","2006Q1","2","G","240.1"
"r_1","1000cp","2006Q2","0","G","508.6"
"r_1","1000cp","2006Q2","1","G","257"
"r_1","1000cp","2006Q2","2","G","251.7"
"r_1","1000cp","2006Q3","0","G","497.6"
"r_1","1000cp","2006Q3","1","G","239.7"
"r_1","1000cp","2006Q3","2","G","257.9"
"r_1","1000cp","2006Q4","0","G","497.2"
"r_1","1000cp","2006Q4","1","G","228.1"
"r_1","1000cp","2006Q4","2","G","269.1"
"r_1","1000cp","2007Q1","0","G","496.1"
"r_1","1000cp","2007Q1","1","G","233.5"
"r_1","1000cp","2007Q1","2","G","262.6"
"r_1","1000cp","2007Q2","0","G","510.9"
"r_1","1000cp","2007Q2","1","G","242.2"
"r_1","1000cp","2007Q2","2","G","268.7"
"r_1","1000cp","2007Q3","0","G","524.2"
"r_1","1000cp","2007Q3","1","G","251.9"
"r_1","1000cp","2007Q3","2","G","272.4"
"r_1","1000cp","2007Q4","0","G","545.4"
"r_1","1000cp","2007Q4","1","G","258.1"
"r_1","1000cp","2007Q4","2","G","287.3"
"r_1","1000cp","2003Q1","0","H","113.6"
"r_1","1000cp","2003Q1","1","H","44.8"
"r_1","1000cp","2003Q1","2","H","68.8"
"r_1","1000cp","2003Q2","0","H","134.3"
"r_1","1000cp","2003Q2","1","H","51"
"r_1","1000cp","2003Q2","2","H","83.3"
"r_1","1000cp","2003Q3","0","H","140.1"
"r_1","1000cp","2003Q3","1","H","51.3"
"r_1","1000cp","2003Q3","2","H","88.9"
"r_1","1000cp","2003Q4","0","H","128.2"
"r_1","1000cp","2003Q4","1","H","50.2"
"r_1","1000cp","2003Q4","2","H","78"
"r_1","1000cp","2004Q1","0","H","127.5"
"r_1","1000cp","2004Q1","1","H","50.2"
"r_1","1000cp","2004Q1","2","H","77.3"
"r_1","1000cp","2004Q2","0","H","137.9"
"r_1","1000cp","2004Q2","1","H","55.5"
"r_1","1000cp","2004Q2","2","H","82.4"
"r_1","1000cp","2004Q3","0","H","156.3"
"r_1","1000cp","2004Q3","1","H","61.2"
"r_1","1000cp","2004Q3","2","H","95.1"
"r_1","1000cp","2004Q4","0","H","141.7"
"r_1","1000cp","2004Q4","1","H","55.9"
"r_1","1000cp","2004Q4","2","H","85.8"
"r_1","1000cp","2005Q1","0","H","129.2"
"r_1","1000cp","2005Q1","1","H","48.6"
"r_1","1000cp","2005Q1","2","H","80.6"
"r_1","1000cp","2005Q2","0","H","151.9"
"r_1","1000cp","2005Q2","1","H","61.1"
"r_1","1000cp","2005Q2","2","H","90.8"
"r_1","1000cp","2005Q3","0","H","176.2"
"r_1","1000cp","2005Q3","1","H","70.1"
"r_1","1000cp","2005Q3","2","H","106.1"
"r_1","1000cp","2005Q4","0","H","146"
"r_1","1000cp","2005Q4","1","H","57.2"
"r_1","1000cp","2005Q4","2","H","88.8"
"r_1","1000cp","2006Q1","0","H","137.1"
"r_1","1000cp","2006Q1","1","H","51.4"
"r_1","1000cp","2006Q1","2","H","85.7"
"r_1","1000cp","2006Q2","0","H","157.9"
"r_1","1000cp","2006Q2","1","H","59.9"
"r_1","1000cp","2006Q2","2","H","98"
"r_1","1000cp","2006Q3","0","H","171.1"
"r_1","1000cp","2006Q3","1","H","64.2"
"r_1","1000cp","2006Q3","2","H","106.9"
"r_1","1000cp","2006Q4","0","H","159.5"
"r_1","1000cp","2006Q4","1","H","58.8"
"r_1","1000cp","2006Q4","2","H","100.7"
"r_1","1000cp","2007Q1","0","H","148"
"r_1","1000cp","2007Q1","1","H","49.5"
"r_1","1000cp","2007Q1","2","H","98.5"
"r_1","1000cp","2007Q2","0","H","161.6"
"r_1","1000cp","2007Q2","1","H","56.8"
"r_1","1000cp","2007Q2","2","H","104.8"
"r_1","1000cp","2007Q3","0","H","181.5"
"r_1","1000cp","2007Q3","1","H","66.5"
"r_1","1000cp","2007Q3","2","H","115"
"r_1","1000cp","2007Q4","0","H","161.1"
"r_1","1000cp","2007Q4","1","H","58.4"
"r_1","1000cp","2007Q4","2","H","102.7"
"r_1","1000cp","2003Q1","0","I","209.6"
"r_1","1000cp","2003Q1","1","I","153.7"
"r_1","1000cp","2003Q1","2","I","55.8"
"r_1","1000cp","2003Q2","0","I","221.9"
"r_1","1000cp","2003Q2","1","I","164.2"
"r_1","1000cp","2003Q2","2","I","57.8"
"r_1","1000cp","2003Q3","0","I","220.1"
"r_1","1000cp","2003Q3","1","I","159.8"
"r_1","1000cp","2003Q3","2","I","60.3"
"r_1","1000cp","2003Q4","0","I","207.5"
"r_1","1000cp","2003Q4","1","I","148.1"
"r_1","1000cp","2003Q4","2","I","59.4"
"r_1","1000cp","2004Q1","0","I","216.1"
"r_1","1000cp","2004Q1","1","I","158.5"
"r_1","1000cp","2004Q1","2","I","57.6"
"r_1","1000cp","2004Q2","0","I","215.1"
"r_1","1000cp","2004Q2","1","I","159.2"
"r_1","1000cp","2004Q2","2","I","55.8"
"r_1","1000cp","2004Q3","0","I","214"
"r_1","1000cp","2004Q3","1","I","156.9"
"r_1","1000cp","2004Q3","2","I","57.1"
"r_1","1000cp","2004Q4","0","I","201.4"
"r_1","1000cp","2004Q4","1","I","147.2"
"r_1","1000cp","2004Q4","2","I","54.2"
"r_1","1000cp","2005Q1","0","I","209.2"
"r_1","1000cp","2005Q1","1","I","154.5"
"r_1","1000cp","2005Q1","2","I","54.7"
"r_1","1000cp","2005Q2","0","I","223.4"
"r_1","1000cp","2005Q2","1","I","166"
"r_1","1000cp","2005Q2","2","I","57.4"
"r_1","1000cp","2005Q3","0","I","215.9"
"r_1","1000cp","2005Q3","1","I","158.9"
"r_1","1000cp","2005Q3","2","I","57"
"r_1","1000cp","2005Q4","0","I","207.9"
"r_1","1000cp","2005Q4","1","I","152.1"
"r_1","1000cp","2005Q4","2","I","55.8"
"r_1","1000cp","2006Q1","0","I","220.7"
"r_1","1000cp","2006Q1","1","I","162.2"
"r_1","1000cp","2006Q1","2","I","58.6"
"r_1","1000cp","2006Q2","0","I","236.4"
"r_1","1000cp","2006Q2","1","I","175.3"
"r_1","1000cp","2006Q2","2","I","61.1"
"r_1","1000cp","2006Q3","0","I","212.1"
"r_1","1000cp","2006Q3","1","I","158.1"
"r_1","1000cp","2006Q3","2","I","54"
"r_1","1000cp","2006Q4","0","I","212"
"r_1","1000cp","2006Q4","1","I","158.9"
"r_1","1000cp","2006Q4","2","I","53.1"
"r_1","1000cp","2007Q1","0","I","215.9"
"r_1","1000cp","2007Q1","1","I","161.3"
"r_1","1000cp","2007Q1","2","I","54.6"
"r_1","1000cp","2007Q2","0","I","215.3"
"r_1","1000cp","2007Q2","1","I","161.4"
"r_1","1000cp","2007Q2","2","I","53.9"
"r_1","1000cp","2007Q3","0","I","226.3"
"r_1","1000cp","2007Q3","1","I","169.7"
"r_1","1000cp","2007Q3","2","I","56.6"
"r_1","1000cp","2007Q4","0","I","222.7"
"r_1","1000cp","2007Q4","1","I","168"
"r_1","1000cp","2007Q4","2","I","54.7"
"r_1","1000cp","2003Q1","0","J","31.6"
"r_1","1000cp","2003Q1","1","J","11.6"
"r_1","1000cp","2003Q1","2","J","20.1"
"r_1","1000cp","2003Q2","0","J","28.1"
"r_1","1000cp","2003Q2","1","J","9.4"
"r_1","1000cp","2003Q2","2","J","18.7"
"r_1","1000cp","2003Q3","0","J","30.7"
"r_1","1000cp","2003Q3","1","J","10.3"
"r_1","1000cp","2003Q3","2","J","20.5"
"r_1","1000cp","2003Q4","0","J","32.2"
"r_1","1000cp","2003Q4","1","J","12"
"r_1","1000cp","2003Q4","2","J","20.3"
"r_1","1000cp","2004Q1","0","J","34.9"
