RevisionColumn,Age10_LFS,GenderID,LFS_WorkWillingness,periods,Units,LFS_ReasInactivity,ValueColumn
"r_17","0","2","0","2014Q3","1000cp","0","1628.4"
"r_17","0","0","0","2014Q4","1000cp","0","2864"
"r_17","0","1","0","2014Q4","1000cp","0","1211"
"r_17","0","2","0","2014Q4","1000cp","0","1653"
"r_17","0","0","0","2015Q1","1000cp","0","2879.2"
"r_17","0","1","0","2015Q1","1000cp","0","1210.5"
"r_17","0","2","0","2015Q1","1000cp","0","1668.7"
"r_17","0","0","0","2015Q2","1000cp","0","2835"
"r_17","0","1","0","2015Q2","1000cp","0","1181.2"
"r_17","0","2","0","2015Q2","1000cp","0","1653.8"
"r_17","0","0","0","2015Q3","1000cp","0","2784.9"
"r_17","0","1","0","2015Q3","1000cp","0","1162.4"
"r_17","0","2","0","2015Q3","1000cp","0","1622.5"
"r_17","0","0","0","2015Q4","1000cp","0","2840.4"
"r_17","0","1","0","2015Q4","1000cp","0","1195.1"
"r_17","0","2","0","2015Q4","1000cp","0","1645.4"
"r_17","0","0","0","2016Q1","1000cp","0","2875.4"
"r_17","0","1","0","2016Q1","1000cp","0","1198.5"
"r_17","0","2","0","2016Q1","1000cp","0","1676.8"
"r_17","0","0","0","2016Q2","1000cp","0","2827.7"
"r_17","0","1","0","2016Q2","1000cp","0","1181.5"
"r_17","0","2","0","2016Q2","1000cp","0","1646.2"
"r_17","0","0","0","2016Q3","1000cp","0","2835.7"
"r_17","0","1","0","2016Q3","1000cp","0","1186.8"
"r_17","0","2","0","2016Q3","1000cp","0","1648.9"
"r_17","0","0","0","2016Q4","1000cp","0","2886.3"
"r_17","0","1","0","2016Q4","1000cp","0","1204"
"r_17","0","2","0","2016Q4","1000cp","0","1682.3"
"r_17","0","0","0","2017Q1","1000cp","0","2814.3"
"r_17","0","1","0","2017Q1","1000cp","0","1175.2"
"r_17","0","2","0","2017Q1","1000cp","0","1639.1"
"r_17","0","0","0","2017Q2","1000cp","0","2686.3"
"r_17","0","1","0","2017Q2","1000cp","0","1112"
"r_17","0","2","0","2017Q2","1000cp","0","1574.2"
"r_17","0","0","0","2017Q3","1000cp","0","2633.6"
"r_17","0","1","0","2017Q3","1000cp","0","1078.1"
"r_17","0","2","0","2017Q3","1000cp","0","1555.5"
"r_17","0","0","0","2017Q4","1000cp","0","2696.7"
"r_17","0","1","0","2017Q4","1000cp","0","1101.7"
"r_17","0","2","0","2017Q4","1000cp","0","1595"
"r_17","0","0","0","2018Q1","1000cp","0","2732.5"
"r_17","0","1","0","2018Q1","1000cp","0","1122.9"
"r_17","0","2","0","2018Q1","1000cp","0","1609.6"
"r_17","0","0","0","2018Q2","1000cp","0","2677.9"
"r_17","0","1","0","2018Q2","1000cp","0","1100.4"
"r_17","0","2","0","2018Q2","1000cp","0","1577.4"
"r_17","0","0","0","2018Q3","1000cp","0","2635.9"
"r_17","0","1","0","2018Q3","1000cp","0","1074.6"
"r_17","0","2","0","2018Q3","1000cp","0","1561.3"
"r_17","0","0","0","2018Q4","1000cp","0","2697.8"
"r_17","0","1","0","2018Q4","1000cp","0","1095.3"
"r_17","0","2","0","2018Q4","1000cp","0","1602.5"
"r_17","0","0","0","2019Q1","1000cp","0","2657"
"r_17","0","1","0","2019Q1","1000cp","0","1086.8"
"r_17","0","2","0","2019Q1","1000cp","0","1570.2"
"r_17","0","0","1","2003Q1","1000cp","0","662.5"
"r_17","0","1","1","2003Q1","1000cp","0","342.4"
"r_17","0","2","1","2003Q1","1000cp","0","320"
"r_17","0","0","1","2003Q2","1000cp","0","552.8"
"r_17","0","1","1","2003Q2","1000cp","0","284.1"
"r_17","0","2","1","2003Q2","1000cp","0","268.7"
"r_17","0","0","1","2003Q3","1000cp","0","515.1"
"r_17","0","1","1","2003Q3","1000cp","0","261.9"
"r_17","0","2","1","2003Q3","1000cp","0","253.3"
"r_17","0","0","1","2003Q4","1000cp","0","591.8"
"r_17","0","1","1","2003Q4","1000cp","0","301.9"
"r_17","0","2","1","2003Q4","1000cp","0","289.9"
"r_17","0","0","1","2004Q1","1000cp","0","639.3"
"r_17","0","1","1","2004Q1","1000cp","0","319.6"
"r_17","0","2","1","2004Q1","1000cp","0","319.8"
"r_17","0","0","1","2004Q2","1000cp","0","495.7"
"r_17","0","1","1","2004Q2","1000cp","0","251.5"
"r_17","0","2","1","2004Q2","1000cp","0","244.2"
"r_17","0","0","1","2004Q3","1000cp","0","483"
"r_17","0","1","1","2004Q3","1000cp","0","244.3"
"r_17","0","2","1","2004Q3","1000cp","0","238.7"
"r_17","0","0","1","2004Q4","1000cp","0","528.9"
"r_17","0","1","1","2004Q4","1000cp","0","260.8"
"r_17","0","2","1","2004Q4","1000cp","0","268.1"
"r_17","0","0","1","2005Q1","1000cp","0","585.1"
"r_17","0","1","1","2005Q1","1000cp","0","300.8"
"r_17","0","2","1","2005Q1","1000cp","0","284.2"
"r_17","0","0","1","2005Q2","1000cp","0","466"
"r_17","0","1","1","2005Q2","1000cp","0","240.5"
"r_17","0","2","1","2005Q2","1000cp","0","225.5"
"r_17","0","0","1","2005Q3","1000cp","0","452.4"
"r_17","0","1","1","2005Q3","1000cp","0","218.4"
"r_17","0","2","1","2005Q3","1000cp","0","234"
"r_17","0","0","1","2005Q4","1000cp","0","470.2"
"r_17","0","1","1","2005Q4","1000cp","0","226.8"
"r_17","0","2","1","2005Q4","1000cp","0","243.5"
"r_17","0","0","1","2006Q1","1000cp","0","539.8"
"r_17","0","1","1","2006Q1","1000cp","0","275.4"
"r_17","0","2","1","2006Q1","1000cp","0","264.4"
"r_17","0","0","1","2006Q2","1000cp","0","423.4"
"r_17","0","1","1","2006Q2","1000cp","0","205.1"
"r_17","0","2","1","2006Q2","1000cp","0","218.3"
"r_17","0","0","1","2006Q3","1000cp","0","373"
"r_17","0","1","1","2006Q3","1000cp","0","182.3"
"r_17","0","2","1","2006Q3","1000cp","0","190.7"
"r_17","0","0","1","2006Q4","1000cp","0","359.4"
"r_17","0","1","1","2006Q4","1000cp","0","177.6"
"r_17","0","2","1","2006Q4","1000cp","0","181.8"
"r_17","0","0","1","2007Q1","1000cp","0","392.8"
"r_17","0","1","1","2007Q1","1000cp","0","193.2"
"r_17","0","2","1","2007Q1","1000cp","0","199.6"
"r_17","0","0","1","2007Q2","1000cp","0","337.8"
"r_17","0","1","1","2007Q2","1000cp","0","164.3"
"r_17","0","2","1","2007Q2","1000cp","0","173.5"
"r_17","0","0","1","2007Q3","1000cp","0","293.1"
"r_17","0","1","1","2007Q3","1000cp","0","149"
"r_17","0","2","1","2007Q3","1000cp","0","144.1"
"r_17","0","0","1","2007Q4","1000cp","0","309.4"
"r_17","0","1","1","2007Q4","1000cp","0","150.9"
"r_17","0","2","1","2007Q4","1000cp","0","158.5"
"r_17","0","0","1","2008Q1","1000cp","0","287.7"
"r_17","0","1","1","2008Q1","1000cp","0","137.5"
"r_17","0","2","1","2008Q1","1000cp","0","150.2"
"r_17","0","0","1","2008Q2","1000cp","0","236.9"
"r_17","0","1","1","2008Q2","1000cp","0","113.9"
"r_17","0","2","1","2008Q2","1000cp","0","123"
"r_17","0","0","1","2008Q3","1000cp","0","221.9"
"r_17","0","1","1","2008Q3","1000cp","0","106.4"
"r_17","0","2","1","2008Q3","1000cp","0","115.5"
"r_17","0","0","1","2008Q4","1000cp","0","254.8"
"r_17","0","1","1","2008Q4","1000cp","0","120.7"
"r_17","0","2","1","2008Q4","1000cp","0","134.1"
"r_17","0","0","1","2009Q1","1000cp","0","283.8"
"r_17","0","1","1","2009Q1","1000cp","0","141.7"
"r_17","0","2","1","2009Q1","1000cp","0","142.1"
"r_17","0","0","1","2009Q2","1000cp","0","257.4"
"r_17","0","1","1","2009Q2","1000cp","0","127.6"
"r_17","0","2","1","2009Q2","1000cp","0","129.9"
"r_17","0","0","1","2009Q3","1000cp","0","262.4"
"r_17","0","1","1","2009Q3","1000cp","0","128.6"
"r_17","0","2","1","2009Q3","1000cp","0","133.7"
"r_17","0","0","1","2009Q4","1000cp","0","307.5"
"r_17","0","1","1","2009Q4","1000cp","0","160.5"
"r_17","0","2","1","2009Q4","1000cp","0","147.1"
"r_17","0","0","1","2010Q1","1000cp","0","362.6"
"r_17","0","1","1","2010Q1","1000cp","0","198.3"
"r_17","0","2","1","2010Q1","1000cp","0","164.3"
"r_17","0","0","1","2010Q2","1000cp","0","305.3"
"r_17","0","1","1","2010Q2","1000cp","0","158.2"
"r_17","0","2","1","2010Q2","1000cp","0","147.1"
"r_17","0","0","1","2010Q3","1000cp","0","294.6"
"r_17","0","1","1","2010Q3","1000cp","0","150.5"
"r_17","0","2","1","2010Q3","1000cp","0","144.1"
"r_17","0","0","1","2010Q4","1000cp","0","317"
"r_17","0","1","1","2010Q4","1000cp","0","170.8"
"r_17","0","2","1","2010Q4","1000cp","0","146.2"
"r_17","0","0","1","2011Q1","1000cp","0","366.2"
"r_17","0","1","1","2011Q1","1000cp","0","193.5"
"r_17","0","2","1","2011Q1","1000cp","0","172.7"
"r_17","0","0","1","2011Q2","1000cp","0","322.1"
"r_17","0","1","1","2011Q2","1000cp","0","178.1"
"r_17","0","2","1","2011Q2","1000cp","0","144"
"r_17","0","0","1","2011Q3","1000cp","0","304.1"
"r_17","0","1","1","2011Q3","1000cp","0","165.3"
"r_17","0","2","1","2011Q3","1000cp","0","138.8"
"r_17","0","0","1","2011Q4","1000cp","0","315.1"
"r_17","0","1","1","2011Q4","1000cp","0","167.6"
"r_17","0","2","1","2011Q4","1000cp","0","147.5"
"r_17","0","0","1","2012Q1","1000cp","0","353.6"
"r_17","0","1","1","2012Q1","1000cp","0","182.2"
"r_17","0","2","1","2012Q1","1000cp","0","171.4"
"r_17","0","0","1","2012Q2","1000cp","0","319.7"
"r_17","0","1","1","2012Q2","1000cp","0","167.8"
"r_17","0","2","1","2012Q2","1000cp","0","151.9"
"r_17","0","0","1","2012Q3","1000cp","0","278.6"
"r_17","0","1","1","2012Q3","1000cp","0","149.2"
"r_17","0","2","1","2012Q3","1000cp","0","129.4"
"r_17","0","0","1","2012Q4","1000cp","0","301"
"r_17","0","1","1","2012Q4","1000cp","0","157.6"
"r_17","0","2","1","2012Q4","1000cp","0","143.4"
"r_17","0","0","1","2013Q1","1000cp","0","356.6"
"r_17","0","1","1","2013Q1","1000cp","0","190.3"
"r_17","0","2","1","2013Q1","1000cp","0","166.3"
"r_17","0","0","1","2013Q2","1000cp","0","311.8"
"r_17","0","1","1","2013Q2","1000cp","0","167"
"r_17","0","2","1","2013Q2","1000cp","0","144.8"
"r_17","0","0","1","2013Q3","1000cp","0","270"
"r_17","0","1","1","2013Q3","1000cp","0","142.6"
"r_17","0","2","1","2013Q3","1000cp","0","127.5"
"r_17","0","0","1","2013Q4","1000cp","0","280.1"
"r_17","0","1","1","2013Q4","1000cp","0","146.8"
"r_17","0","2","1","2013Q4","1000cp","0","133.3"
"r_17","0","0","1","2014Q1","1000cp","0","308.2"
"r_17","0","1","1","2014Q1","1000cp","0","166.9"
"r_17","0","2","1","2014Q1","1000cp","0","141.3"
"r_17","0","0","1","2014Q2","1000cp","0","273.6"
"r_17","0","1","1","2014Q2","1000cp","0","147.4"
"r_17","0","2","1","2014Q2","1000cp","0","126.3"
"r_17","0","0","1","2014Q3","1000cp","0","256.3"
"r_17","0","1","1","2014Q3","1000cp","0","129.9"
"r_17","0","2","1","2014Q3","1000cp","0","126.3"
"r_17","0","0","1","2014Q4","1000cp","0","278.2"
"r_17","0","1","1","2014Q4","1000cp","0","145.3"
"r_17","0","2","1","2014Q4","1000cp","0","132.9"
"r_17","0","0","1","2015Q1","1000cp","0","295.8"
"r_17","0","1","1","2015Q1","1000cp","0","158.3"
"r_17","0","2","1","2015Q1","1000cp","0","137.6"
"r_17","0","0","1","2015Q2","1000cp","0","253.4"
"r_17","0","1","1","2015Q2","1000cp","0","135.6"
"r_17","0","2","1","2015Q2","1000cp","0","117.7"
"r_17","0","0","1","2015Q3","1000cp","0","227.5"
"r_17","0","1","1","2015Q3","1000cp","0","122"
"r_17","0","2","1","2015Q3","1000cp","0","105.5"
"r_17","0","0","1","2015Q4","1000cp","0","247.1"
"r_17","0","1","1","2015Q4","1000cp","0","131.6"
"r_17","0","2","1","2015Q4","1000cp","0","115.5"
"r_17","0","0","1","2016Q1","1000cp","0","266"
"r_17","0","1","1","2016Q1","1000cp","0","140.5"
"r_17","0","2","1","2016Q1","1000cp","0","125.5"
"r_17","0","0","1","2016Q2","1000cp","0","224.3"
"r_17","0","1","1","2016Q2","1000cp","0","122.1"
"r_17","0","2","1","2016Q2","1000cp","0","102.1"
"r_17","0","0","1","2016Q3","1000cp","0","217.2"
"r_17","0","1","1","2016Q3","1000cp","0","116.8"
"r_17","0","2","1","2016Q3","1000cp","0","100.4"
"r_17","0","0","1","2016Q4","1000cp","0","247"
"r_17","0","1","1","2016Q4","1000cp","0","130.6"
"r_17","0","2","1","2016Q4","1000cp","0","116.3"
"r_17","0","0","1","2017Q1","1000cp","0","228"
"r_17","0","1","1","2017Q1","1000cp","0","119.2"
"r_17","0","2","1","2017Q1","1000cp","0","108.8"
"r_17","0","0","1","2017Q2","1000cp","0","189.4"
"r_17","0","1","1","2017Q2","1000cp","0","95.2"
"r_17","0","2","1","2017Q2","1000cp","0","94.2"
"r_17","0","0","1","2017Q3","1000cp","0","166.3"
"r_17","0","1","1","2017Q3","1000cp","0","86.8"
"r_17","0","2","1","2017Q3","1000cp","0","79.5"
"r_17","0","0","1","2017Q4","1000cp","0","175.3"
"r_17","0","1","1","2017Q4","1000cp","0","88"
"r_17","0","2","1","2017Q4","1000cp","0","87.2"
"r_17","0","0","1","2018Q1","1000cp","0","200"
"r_17","0","1","1","2018Q1","1000cp","0","102.3"
"r_17","0","2","1","2018Q1","1000cp","0","97.7"
"r_17","0","0","1","2018Q2","1000cp","0","165.1"
"r_17","0","1","1","2018Q2","1000cp","0","85.3"
"r_17","0","2","1","2018Q2","1000cp","0","79.7"
"r_17","0","0","1","2018Q3","1000cp","0","147.8"
"r_17","0","1","1","2018Q3","1000cp","0","75.3"
"r_17","0","2","1","2018Q3","1000cp","0","72.5"
"r_17","0","0","1","2018Q4","1000cp","0","151.9"
"r_17","0","1","1","2018Q4","1000cp","0","78.1"
"r_17","0","2","1","2018Q4","1000cp","0","73.8"
"r_17","0","0","1","2019Q1","1000cp","0","138.3"
"r_17","0","1","1","2019Q1","1000cp","0","76.8"
"r_17","0","2","1","2019Q1","1000cp","0","61.5"
"r_17","0","0","1","2003Q1","1000cp","1","475.9"
"r_17","0","1","1","2003Q1","1000cp","1","252.2"
"r_17","0","2","1","2003Q1","1000cp","1","223.7"
"r_17","0","0","1","2003Q2","1000cp","1","415.7"
"r_17","0","1","1","2003Q2","1000cp","1","219.5"
"r_17","0","2","1","2003Q2","1000cp","1","196.2"
"r_17","0","0","1","2003Q3","1000cp","1","403"
"r_17","0","1","1","2003Q3","1000cp","1","212.9"
"r_17","0","2","1","2003Q3","1000cp","1","190.1"
"r_17","0","0","1","2003Q4","1000cp","1","443.4"
"r_17","0","1","1","2003Q4","1000cp","1","236.3"
"r_17","0","2","1","2003Q4","1000cp","1","207.1"
"r_17","0","0","1","2004Q1","1000cp","1","453.4"
"r_17","0","1","1","2004Q1","1000cp","1","238.7"
"r_17","0","2","1","2004Q1","1000cp","1","214.7"
"r_17","0","0","1","2004Q2","1000cp","1","368.1"
"r_17","0","1","1","2004Q2","1000cp","1","192.7"
"r_17","0","2","1","2004Q2","1000cp","1","175.4"
"r_17","0","0","1","2004Q3","1000cp","1","371.5"
"r_17","0","1","1","2004Q3","1000cp","1","195.5"
"r_17","0","2","1","2004Q3","1000cp","1","175.9"
"r_17","0","0","1","2004Q4","1000cp","1","374.5"
"r_17","0","1","1","2004Q4","1000cp","1","193.4"
"r_17","0","2","1","2004Q4","1000cp","1","181.1"
"r_17","0","0","1","2005Q1","1000cp","1","380.6"
"r_17","0","1","1","2005Q1","1000cp","1","206.7"
"r_17","0","2","1","2005Q1","1000cp","1","173.9"
"r_17","0","0","1","2005Q2","1000cp","1","324.3"
"r_17","0","1","1","2005Q2","1000cp","1","176.5"
"r_17","0","2","1","2005Q2","1000cp","1","147.8"
"r_17","0","0","1","2005Q3","1000cp","1","334"
"r_17","0","1","1","2005Q3","1000cp","1","170.6"
"r_17","0","2","1","2005Q3","1000cp","1","163.5"
"r_17","0","0","1","2005Q4","1000cp","1","335.9"
"r_17","0","1","1","2005Q4","1000cp","1","171.6"
"r_17","0","2","1","2005Q4","1000cp","1","164.3"
"r_17","0","0","1","2006Q1","1000cp","1","325"
"r_17","0","1","1","2006Q1","1000cp","1","177"
"r_17","0","2","1","2006Q1","1000cp","1","148"
"r_17","0","0","1","2006Q2","1000cp","1","272.9"
"r_17","0","1","1","2006Q2","1000cp","1","143.3"
"r_17","0","2","1","2006Q2","1000cp","1","129.6"
"r_17","0","0","1","2006Q3","1000cp","1","254.7"
"r_17","0","1","1","2006Q3","1000cp","1","129.4"
"r_17","0","2","1","2006Q3","1000cp","1","125.3"
"r_17","0","0","1","2006Q4","1000cp","1","229.4"
"r_17","0","1","1","2006Q4","1000cp","1","117.2"
"r_17","0","2","1","2006Q4","1000cp","1","112.3"
"r_17","0","0","1","2007Q1","1000cp","1","227.4"
"r_17","0","1","1","2007Q1","1000cp","1","119.2"
"r_17","0","2","1","2007Q1","1000cp","1","108.2"
"r_17","0","0","1","2007Q2","1000cp","1","208.2"
"r_17","0","1","1","2007Q2","1000cp","1","108"
"r_17","0","2","1","2007Q2","1000cp","1","100.2"
"r_17","0","0","1","2007Q3","1000cp","1","199.3"
"r_17","0","1","1","2007Q3","1000cp","1","109.6"
"r_17","0","2","1","2007Q3","1000cp","1","89.8"
"r_17","0","0","1","2007Q4","1000cp","1","186.5"
"r_17","0","1","1","2007Q4","1000cp","1","97.6"
"r_17","0","2","1","2007Q4","1000cp","1","89"
"r_17","0","0","1","2008Q1","1000cp","1","155.9"
"r_17","0","1","1","2008Q1","1000cp","1","77.6"
"r_17","0","2","1","2008Q1","1000cp","1","78.3"
"r_17","0","0","1","2008Q2","1000cp","1","154.4"
"r_17","0","1","1","2008Q2","1000cp","1","80.7"
"r_17","0","2","1","2008Q2","1000cp","1","73.7"
"r_17","0","0","1","2008Q3","1000cp","1","144.5"
"r_17","0","1","1","2008Q3","1000cp","1","73"
"r_17","0","2","1","2008Q3","1000cp","1","71.6"
"r_17","0","0","1","2008Q4","1000cp","1","152.8"
"r_17","0","1","1","2008Q4","1000cp","1","76.9"
"r_17","0","2","1","2008Q4","1000cp","1","75.9"
"r_17","0","0","1","2009Q1","1000cp","1","162.5"
"r_17","0","1","1","2009Q1","1000cp","1","84"
"r_17","0","2","1","2009Q1","1000cp","1","78.5"
"r_17","0","0","1","2009Q2","1000cp","1","173"
"r_17","0","1","1","2009Q2","1000cp","1","88.8"
"r_17","0","2","1","2009Q2","1000cp","1","84.2"
"r_17","0","0","1","2009Q3","1000cp","1","186.5"
"r_17","0","1","1","2009Q3","1000cp","1","93.5"
"r_17","0","2","1","2009Q3","1000cp","1","93"
"r_17","0","0","1","2009Q4","1000cp","1","223.7"
"r_17","0","1","1","2009Q4","1000cp","1","122.2"
"r_17","0","2","1","2009Q4","1000cp","1","101.4"
"r_17","0","0","1","2010Q1","1000cp","1","229.3"
