RevisionColumn,GenderID,Age10_LFS,periods,Units,ValueColumn
"r_2","0","15 - 29","2004Q1","1000cp","922.9"
"r_2","0","15 - 29","2004Q2","1000cp","877.1"
"r_2","0","15 - 29","2004Q3","1000cp","879.4"
"r_2","0","15 - 29","2004Q4","1000cp","895.5"
"r_2","0","15 - 29","2005Q1","1000cp","926.9"
"r_2","0","15 - 29","2005Q2","1000cp","887.4"
"r_2","0","15 - 29","2005Q3","1000cp","861.4"
"r_2","0","15 - 29","2005Q4","1000cp","887"
"r_2","0","15 - 29","2006Q1","1000cp","898.6"
"r_2","0","15 - 29","2006Q2","1000cp","846.2"
"r_2","0","15 - 29","2006Q3","1000cp","807.3"
"r_2","0","15 - 29","2006Q4","1000cp","839"
"r_2","0","15 - 29","2007Q1","1000cp","830"
"r_2","0","15 - 29","2007Q2","1000cp","831.7"
"r_2","0","15 - 29","2007Q3","1000cp","804.5"
"r_2","0","15 - 29","2007Q4","1000cp","810.2"
"r_2","0","15 - 29","2008Q1","1000cp","792.5"
"r_2","0","15 - 29","2008Q2","1000cp","776.6"
"r_2","0","15 - 29","2008Q3","1000cp","768.2"
"r_2","0","15 - 29","2008Q4","1000cp","789"
"r_2","0","15 - 29","2009Q1","1000cp","772.9"
"r_2","0","15 - 29","2009Q2","1000cp","765.5"
"r_2","0","15 - 29","2009Q3","1000cp","773"
"r_2","0","15 - 29","2009Q4","1000cp","800.4"
"r_2","0","15 - 29","2010Q1","1000cp","751.7"
"r_2","0","15 - 29","2010Q2","1000cp","728.5"
"r_2","0","15 - 29","2010Q3","1000cp","723.3"
"r_2","0","15 - 29","2010Q4","1000cp","743"
"r_2","0","15 - 29","2011Q1","1000cp","744.4"
"r_2","0","15 - 29","2011Q2","1000cp","744.4"
"r_2","0","15 - 29","2011Q3","1000cp","707.7"
"r_2","0","15 - 29","2011Q4","1000cp","719.6"
"r_2","0","15 - 29","2012Q1","1000cp","709.7"
"r_2","0","15 - 29","2012Q2","1000cp","705.9"
"r_2","0","15 - 29","2012Q3","1000cp","652.8"
"r_2","0","15 - 29","2012Q4","1000cp","670.1"
"r_2","0","15 - 29","2013Q1","1000cp","684.6"
"r_2","0","15 - 29","2013Q2","1000cp","681.2"
"r_2","0","15 - 29","2013Q3","1000cp","648.7"
"r_2","0","15 - 29","2013Q4","1000cp","663.2"
"r_2","0","15 - 29","2014Q1","1000cp","675.7"
"r_2","0","15 - 29","2014Q2","1000cp","661.4"
"r_2","0","15 - 29","2014Q3","1000cp","631"
"r_2","0","15 - 29","2014Q4","1000cp","660.6"
"r_2","0","15 - 29","2015Q1","1000cp","659"
"r_2","0","15 - 29","2015Q2","1000cp","641.2"
"r_2","0","15 - 29","2015Q3","1000cp","621.2"
"r_2","0","15 - 29","2015Q4","1000cp","656"
"r_2","0","15 - 24","2003Q1","1000cp","752.6"
"r_2","0","15 - 24","2003Q2","1000cp","753.7"
"r_2","0","15 - 24","2003Q3","1000cp","753.9"
"r_2","0","15 - 24","2003Q4","1000cp","772.3"
"r_2","0","15 - 24","2004Q1","1000cp","765.9"
"r_2","0","15 - 24","2004Q2","1000cp","747.7"
"r_2","0","15 - 24","2004Q3","1000cp","754.4"
"r_2","0","15 - 24","2004Q4","1000cp","751.6"
"r_2","0","15 - 24","2005Q1","1000cp","769.2"
"r_2","0","15 - 24","2005Q2","1000cp","757.3"
"r_2","0","15 - 24","2005Q3","1000cp","743.1"
"r_2","0","15 - 24","2005Q4","1000cp","755.7"
"r_2","0","15 - 24","2006Q1","1000cp","760.2"
"r_2","0","15 - 24","2006Q2","1000cp","735"
"r_2","0","15 - 24","2006Q3","1000cp","709"
"r_2","0","15 - 24","2006Q4","1000cp","740.5"
"r_2","0","15 - 24","2007Q1","1000cp","730.9"
"r_2","0","15 - 24","2007Q2","1000cp","730.8"
"r_2","0","15 - 24","2007Q3","1000cp","714.5"
"r_2","0","15 - 24","2007Q4","1000cp","720.8"
"r_2","0","15 - 24","2008Q1","1000cp","707.7"
"r_2","0","15 - 24","2008Q2","1000cp","692.7"
"r_2","0","15 - 24","2008Q3","1000cp","688.3"
"r_2","0","15 - 24","2008Q4","1000cp","701.7"
"r_2","0","15 - 24","2009Q1","1000cp","677.9"
"r_2","0","15 - 24","2009Q2","1000cp","679.4"
"r_2","0","15 - 24","2009Q3","1000cp","677.6"
"r_2","0","15 - 24","2009Q4","1000cp","696.3"
"r_2","0","15 - 24","2010Q1","1000cp","631.9"
"r_2","0","15 - 24","2010Q2","1000cp","618.1"
"r_2","0","15 - 24","2010Q3","1000cp","601.6"
"r_2","0","15 - 24","2010Q4","1000cp","628"
"r_2","0","15 - 24","2011Q1","1000cp","622.7"
"r_2","0","15 - 24","2011Q2","1000cp","616.1"
"r_2","0","15 - 24","2011Q3","1000cp","590.1"
"r_2","0","15 - 24","2011Q4","1000cp","601.2"
"r_2","0","15 - 24","2012Q1","1000cp","590.5"
"r_2","0","15 - 24","2012Q2","1000cp","581.4"
"r_2","0","15 - 24","2012Q3","1000cp","544.1"
"r_2","0","15 - 24","2012Q4","1000cp","550.9"
"r_2","0","15 - 24","2013Q1","1000cp","557.4"
"r_2","0","15 - 24","2013Q2","1000cp","555.2"
"r_2","0","15 - 24","2013Q3","1000cp","526.2"
"r_2","0","15 - 24","2013Q4","1000cp","541"
"r_2","0","15 - 24","2014Q1","1000cp","557.3"
"r_2","0","15 - 24","2014Q2","1000cp","537.6"
"r_2","0","15 - 24","2014Q3","1000cp","511.4"
"r_2","0","15 - 24","2014Q4","1000cp","536.8"
"r_2","0","15 - 24","2015Q1","1000cp","529.6"
"r_2","0","15 - 24","2015Q2","1000cp","521.3"
"r_2","0","15 - 24","2015Q3","1000cp","504.4"
"r_2","0","15 - 24","2015Q4","1000cp","530.3"
"r_2","0","25 - 34","2003Q1","1000cp","263.6"
"r_2","0","25 - 34","2003Q2","1000cp","246.5"
"r_2","0","25 - 34","2003Q3","1000cp","239.9"
"r_2","0","25 - 34","2003Q4","1000cp","262.5"
"r_2","0","25 - 34","2004Q1","1000cp","273.5"
"r_2","0","25 - 34","2004Q2","1000cp","223.5"
"r_2","0","25 - 34","2004Q3","1000cp","212.6"
"r_2","0","25 - 34","2004Q4","1000cp","243"
"r_2","0","25 - 34","2005Q1","1000cp","269.9"
"r_2","0","25 - 34","2005Q2","1000cp","226.3"
"r_2","0","25 - 34","2005Q3","1000cp","208.5"
"r_2","0","25 - 34","2005Q4","1000cp","229.3"
"r_2","0","25 - 34","2006Q1","1000cp","250.8"
"r_2","0","25 - 34","2006Q2","1000cp","202.3"
"r_2","0","25 - 34","2006Q3","1000cp","179.2"
"r_2","0","25 - 34","2006Q4","1000cp","186.5"
"r_2","0","25 - 34","2007Q1","1000cp","187.2"
"r_2","0","25 - 34","2007Q2","1000cp","178.1"
"r_2","0","25 - 34","2007Q3","1000cp","165.7"
"r_2","0","25 - 34","2007Q4","1000cp","170.6"
"r_2","0","25 - 34","2008Q1","1000cp","167.4"
"r_2","0","25 - 34","2008Q2","1000cp","167"
"r_2","0","25 - 34","2008Q3","1000cp","152.3"
"r_2","0","25 - 34","2008Q4","1000cp","160.3"
"r_2","0","25 - 34","2009Q1","1000cp","177.5"
"r_2","0","25 - 34","2009Q2","1000cp","171.2"
"r_2","0","25 - 34","2009Q3","1000cp","174.8"
"r_2","0","25 - 34","2009Q4","1000cp","186.5"
"r_2","0","25 - 34","2010Q1","1000cp","227.1"
"r_2","0","25 - 34","2010Q2","1000cp","205.5"
"r_2","0","25 - 34","2010Q3","1000cp","213.3"
"r_2","0","25 - 34","2010Q4","1000cp","201.9"
"r_2","0","25 - 34","2011Q1","1000cp","221.5"
"r_2","0","25 - 34","2011Q2","1000cp","232.4"
"r_2","0","25 - 34","2011Q3","1000cp","216.1"
"r_2","0","25 - 34","2011Q4","1000cp","215.8"
"r_2","0","25 - 34","2012Q1","1000cp","223"
"r_2","0","25 - 34","2012Q2","1000cp","222.1"
"r_2","0","25 - 34","2012Q3","1000cp","196.6"
"r_2","0","25 - 34","2012Q4","1000cp","205.9"
"r_2","0","25 - 34","2013Q1","1000cp","223.4"
"r_2","0","25 - 34","2013Q2","1000cp","212.7"
"r_2","0","25 - 34","2013Q3","1000cp","198.1"
"r_2","0","25 - 34","2013Q4","1000cp","208.9"
"r_2","0","25 - 34","2014Q1","1000cp","212.3"
"r_2","0","25 - 34","2014Q2","1000cp","216.4"
"r_2","0","25 - 34","2014Q3","1000cp","206.3"
"r_2","0","25 - 34","2014Q4","1000cp","216.1"
"r_2","0","25 - 34","2015Q1","1000cp","222.5"
"r_2","0","25 - 34","2015Q2","1000cp","202.1"
"r_2","0","25 - 34","2015Q3","1000cp","204.8"
"r_2","0","25 - 34","2015Q4","1000cp","213.4"
"r_2","0","35 - 44","2003Q1","1000cp","192.5"
"r_2","0","35 - 44","2003Q2","1000cp","165.3"
"r_2","0","35 - 44","2003Q3","1000cp","159.2"
"r_2","0","35 - 44","2003Q4","1000cp","182.9"
"r_2","0","35 - 44","2004Q1","1000cp","188.9"
"r_2","0","35 - 44","2004Q2","1000cp","157.1"
"r_2","0","35 - 44","2004Q3","1000cp","149.8"
"r_2","0","35 - 44","2004Q4","1000cp","174.4"
"r_2","0","35 - 44","2005Q1","1000cp","196.1"
"r_2","0","35 - 44","2005Q2","1000cp","173"
"r_2","0","35 - 44","2005Q3","1000cp","150.7"
"r_2","0","35 - 44","2005Q4","1000cp","172.7"
"r_2","0","35 - 44","2006Q1","1000cp","181.7"
"r_2","0","35 - 44","2006Q2","1000cp","149.3"
"r_2","0","35 - 44","2006Q3","1000cp","146.7"
"r_2","0","35 - 44","2006Q4","1000cp","146.5"
"r_2","0","35 - 44","2007Q1","1000cp","153.2"
"r_2","0","35 - 44","2007Q2","1000cp","145.5"
"r_2","0","35 - 44","2007Q3","1000cp","129.1"
"r_2","0","35 - 44","2007Q4","1000cp","126.6"
"r_2","0","35 - 44","2008Q1","1000cp","140.8"
"r_2","0","35 - 44","2008Q2","1000cp","127.7"
"r_2","0","35 - 44","2008Q3","1000cp","125.4"
"r_2","0","35 - 44","2008Q4","1000cp","137.6"
"r_2","0","35 - 44","2009Q1","1000cp","154.4"
"r_2","0","35 - 44","2009Q2","1000cp","142.5"
"r_2","0","35 - 44","2009Q3","1000cp","137.2"
"r_2","0","35 - 44","2009Q4","1000cp","150.4"
"r_2","0","35 - 44","2010Q1","1000cp","151.9"
"r_2","0","35 - 44","2010Q2","1000cp","140.8"
"r_2","0","35 - 44","2010Q3","1000cp","134.2"
"r_2","0","35 - 44","2010Q4","1000cp","140.9"
"r_2","0","35 - 44","2011Q1","1000cp","165.1"
"r_2","0","35 - 44","2011Q2","1000cp","157.6"
"r_2","0","35 - 44","2011Q3","1000cp","149.2"
"r_2","0","35 - 44","2011Q4","1000cp","153.6"
"r_2","0","35 - 44","2012Q1","1000cp","173.1"
"r_2","0","35 - 44","2012Q2","1000cp","157.2"
"r_2","0","35 - 44","2012Q3","1000cp","143.1"
"r_2","0","35 - 44","2012Q4","1000cp","152.9"
"r_2","0","35 - 44","2013Q1","1000cp","156.1"
"r_2","0","35 - 44","2013Q2","1000cp","144.7"
"r_2","0","35 - 44","2013Q3","1000cp","135.4"
"r_2","0","35 - 44","2013Q4","1000cp","142.3"
"r_2","0","35 - 44","2014Q1","1000cp","147.2"
"r_2","0","35 - 44","2014Q2","1000cp","134.1"
"r_2","0","35 - 44","2014Q3","1000cp","120.6"
"r_2","0","35 - 44","2014Q4","1000cp","140.8"
"r_2","0","35 - 44","2015Q1","1000cp","147.4"
"r_2","0","35 - 44","2015Q2","1000cp","141.7"
"r_2","0","35 - 44","2015Q3","1000cp","135.3"
"r_2","0","35 - 44","2015Q4","1000cp","151.9"
"r_2","0","45 - 54","2003Q1","1000cp","282.3"
"r_2","0","45 - 54","2003Q2","1000cp","255.1"
"r_2","0","45 - 54","2003Q3","1000cp","236.2"
"r_2","0","45 - 54","2003Q4","1000cp","267.3"
"r_2","0","45 - 54","2004Q1","1000cp","278"
"r_2","0","45 - 54","2004Q2","1000cp","243.7"
"r_2","0","45 - 54","2004Q3","1000cp","245.9"
"r_2","0","45 - 54","2004Q4","1000cp","255"
"r_2","0","45 - 54","2005Q1","1000cp","261.5"
"r_2","0","45 - 54","2005Q2","1000cp","232.8"
"r_2","0","45 - 54","2005Q3","1000cp","228.9"
"r_2","0","45 - 54","2005Q4","1000cp","231.2"
"r_2","0","45 - 54","2006Q1","1000cp","238.8"
"r_2","0","45 - 54","2006Q2","1000cp","206.3"
"r_2","0","45 - 54","2006Q3","1000cp","206.8"
"r_2","0","45 - 54","2006Q4","1000cp","197.6"
"r_2","0","45 - 54","2007Q1","1000cp","199.1"
"r_2","0","45 - 54","2007Q2","1000cp","182.7"
"r_2","0","45 - 54","2007Q3","1000cp","182.1"
"r_2","0","45 - 54","2007Q4","1000cp","171.5"
"r_2","0","45 - 54","2008Q1","1000cp","170.1"
"r_2","0","45 - 54","2008Q2","1000cp","163.3"
"r_2","0","45 - 54","2008Q3","1000cp","168.1"
"r_2","0","45 - 54","2008Q4","1000cp","170.2"
"r_2","0","45 - 54","2009Q1","1000cp","176.1"
"r_2","0","45 - 54","2009Q2","1000cp","170.4"
"r_2","0","45 - 54","2009Q3","1000cp","169.8"
"r_2","0","45 - 54","2009Q4","1000cp","184.3"
"r_2","0","45 - 54","2010Q1","1000cp","192.6"
"r_2","0","45 - 54","2010Q2","1000cp","178.7"
"r_2","0","45 - 54","2010Q3","1000cp","168.9"
"r_2","0","45 - 54","2010Q4","1000cp","178.7"
"r_2","0","45 - 54","2011Q1","1000cp","188.3"
"r_2","0","45 - 54","2011Q2","1000cp","183.1"
"r_2","0","45 - 54","2011Q3","1000cp","167.1"
"r_2","0","45 - 54","2011Q4","1000cp","178.8"
"r_2","0","45 - 54","2012Q1","1000cp","187"
"r_2","0","45 - 54","2012Q2","1000cp","173.3"
"r_2","0","45 - 54","2012Q3","1000cp","162.7"
"r_2","0","45 - 54","2012Q4","1000cp","164.5"
"r_2","0","45 - 54","2013Q1","1000cp","172.6"
"r_2","0","45 - 54","2013Q2","1000cp","152.7"
"r_2","0","45 - 54","2013Q3","1000cp","154.9"
"r_2","0","45 - 54","2013Q4","1000cp","164"
"r_2","0","45 - 54","2014Q1","1000cp","165.7"
"r_2","0","45 - 54","2014Q2","1000cp","154.4"
"r_2","0","45 - 54","2014Q3","1000cp","148.6"
"r_2","0","45 - 54","2014Q4","1000cp","169.6"
"r_2","0","45 - 54","2015Q1","1000cp","164.5"
"r_2","0","45 - 54","2015Q2","1000cp","152"
"r_2","0","45 - 54","2015Q3","1000cp","144.5"
"r_2","0","45 - 54","2015Q4","1000cp","154.9"
"r_2","0","55 - 64","2003Q1","1000cp","660.8"
"r_2","0","55 - 64","2003Q2","1000cp","616.6"
"r_2","0","55 - 64","2003Q3","1000cp","617"
"r_2","0","55 - 64","2003Q4","1000cp","622.1"
"r_2","0","55 - 64","2004Q1","1000cp","631.5"
"r_2","0","55 - 64","2004Q2","1000cp","601.3"
"r_2","0","55 - 64","2004Q3","1000cp","596.5"
"r_2","0","55 - 64","2004Q4","1000cp","622.8"
"r_2","0","55 - 64","2005Q1","1000cp","622.6"
"r_2","0","55 - 64","2005Q2","1000cp","592.2"
"r_2","0","55 - 64","2005Q3","1000cp","587.1"
"r_2","0","55 - 64","2005Q4","1000cp","600.6"
"r_2","0","55 - 64","2006Q1","1000cp","590"
"r_2","0","55 - 64","2006Q2","1000cp","545.6"
"r_2","0","55 - 64","2006Q3","1000cp","531.1"
"r_2","0","55 - 64","2006Q4","1000cp","541.8"
"r_2","0","55 - 64","2007Q1","1000cp","550.9"
"r_2","0","55 - 64","2007Q2","1000cp","531.2"
"r_2","0","55 - 64","2007Q3","1000cp","515.6"
"r_2","0","55 - 64","2007Q4","1000cp","515.3"
"r_2","0","55 - 64","2008Q1","1000cp","522"
"r_2","0","55 - 64","2008Q2","1000cp","514.4"
"r_2","0","55 - 64","2008Q3","1000cp","493.1"
"r_2","0","55 - 64","2008Q4","1000cp","488.9"
"r_2","0","55 - 64","2009Q1","1000cp","510.1"
"r_2","0","55 - 64","2009Q2","1000cp","498.5"
"r_2","0","55 - 64","2009Q3","1000cp","495.2"
"r_2","0","55 - 64","2009Q4","1000cp","491"
"r_2","0","55 - 64","2010Q1","1000cp","540.5"
"r_2","0","55 - 64","2010Q2","1000cp","533"
"r_2","0","55 - 64","2010Q3","1000cp","541.3"
"r_2","0","55 - 64","2010Q4","1000cp","538.2"
"r_2","0","55 - 64","2011Q1","1000cp","545.4"
"r_2","0","55 - 64","2011Q2","1000cp","539.2"
"r_2","0","55 - 64","2011Q3","1000cp","544.7"
"r_2","0","55 - 64","2011Q4","1000cp","542.3"
"r_2","0","55 - 64","2012Q1","1000cp","539"
"r_2","0","55 - 64","2012Q2","1000cp","511.1"
"r_2","0","55 - 64","2012Q3","1000cp","498.9"
"r_2","0","55 - 64","2012Q4","1000cp","501.4"
"r_2","0","55 - 64","2013Q1","1000cp","501.6"
"r_2","0","55 - 64","2013Q2","1000cp","476.6"
"r_2","0","55 - 64","2013Q3","1000cp","461.2"
"r_2","0","55 - 64","2013Q4","1000cp","460.9"
"r_2","0","55 - 64","2014Q1","1000cp","459.3"
"r_2","0","55 - 64","2014Q2","1000cp","453.7"
"r_2","0","55 - 64","2014Q3","1000cp","431.2"
"r_2","0","55 - 64","2014Q4","1000cp","428"
"r_2","0","55 - 64","2015Q1","1000cp","441.4"
"r_2","0","55 - 64","2015Q2","1000cp","432.6"
"r_2","0","55 - 64","2015Q3","1000cp","410.4"
"r_2","0","55 - 64","2015Q4","1000cp","397.4"
"r_2","0","65+","2003Q1","1000cp","1320.4"
"r_2","0","65+","2003Q2","1000cp","1307.6"
"r_2","0","65+","2003Q3","1000cp","1314"
"r_2","0","65+","2003Q4","1000cp","1332.7"
"r_2","0","65+","2004Q1","1000cp","1327.4"
"r_2","0","65+","2004Q2","1000cp","1329.5"
"r_2","0","65+","2004Q3","1000cp","1325.3"
"r_2","0","65+","2004Q4","1000cp","1330.9"
"r_2","0","65+","2005Q1","1000cp","1354.9"
"r_2","0","65+","2005Q2","1000cp","1351.5"
"r_2","0","65+","2005Q3","1000cp","1341.8"
"r_2","0","65+","2005Q4","1000cp","1375.3"
"r_2","0","65+","2006Q1","1000cp","1380.7"
"r_2","0","65+","2006Q2","1000cp","1372.4"
"r_2","0","65+","2006Q3","1000cp","1375"
"r_2","0","65+","2006Q4","1000cp","1400.1"
"r_2","0","65+","2007Q1","1000cp","1408.7"
"r_2","0","65+","2007Q2","1000cp","1379.5"
