RevisionColumn,periods,Units,GenderID,Residence,ValueColumn
"r_2","2006Q2","perc","0","0","9"
"r_2","2006Q2","perc","1","0","8.7"
"r_2","2006Q2","perc","2","0","9.2"
"r_2","2006Q2","perc","0","1","7.4"
"r_2","2006Q2","perc","1","1","7.3"
"r_2","2006Q2","perc","2","1","7.5"
"r_2","2006Q2","perc","0","2","13.9"
"r_2","2006Q2","perc","1","2","12.8"
"r_2","2006Q2","perc","2","2","15.4"
"r_2","2006Q3","perc","0","0","8.8"
"r_2","2006Q3","perc","1","0","8.3"
"r_2","2006Q3","perc","2","0","9.4"
"r_2","2006Q3","perc","0","1","7.5"
"r_2","2006Q3","perc","1","1","6.9"
"r_2","2006Q3","perc","2","1","8.2"
"r_2","2006Q3","perc","0","2","12.9"
"r_2","2006Q3","perc","1","2","12.4"
"r_2","2006Q3","perc","2","2","13.5"
"r_2","2006Q4","perc","0","0","8.4"
"r_2","2006Q4","perc","1","0","8.1"
"r_2","2006Q4","perc","2","0","8.7"
"r_2","2006Q4","perc","0","1","6.8"
"r_2","2006Q4","perc","1","1","6.4"
"r_2","2006Q4","perc","2","1","7.1"
"r_2","2006Q4","perc","0","2","13.4"
"r_2","2006Q4","perc","1","2","12.8"
"r_2","2006Q4","perc","2","2","14.1"
"r_2","2007Q1","perc","0","0","8"
"r_2","2007Q1","perc","1","0","7.7"
"r_2","2007Q1","perc","2","0","8.4"
"r_2","2007Q1","perc","0","1","6.4"
"r_2","2007Q1","perc","1","1","6.2"
"r_2","2007Q1","perc","2","1","6.7"
"r_2","2007Q1","perc","0","2","13.3"
"r_2","2007Q1","perc","1","2","12.3"
"r_2","2007Q1","perc","2","2","14.6"
"r_2","2007Q2","perc","0","0","6.8"
"r_2","2007Q2","perc","1","0","6.8"
"r_2","2007Q2","perc","2","0","6.9"
"r_2","2007Q2","perc","0","1","5.6"
"r_2","2007Q2","perc","1","1","5.6"
"r_2","2007Q2","perc","2","1","5.5"
"r_2","2007Q2","perc","0","2","10.8"
"r_2","2007Q2","perc","1","2","10.3"
"r_2","2007Q2","perc","2","2","11.5"
"r_2","2007Q3","perc","0","0","6.6"
"r_2","2007Q3","perc","1","0","6"
"r_2","2007Q3","perc","2","0","7.3"
"r_2","2007Q3","perc","0","1","5.3"
"r_2","2007Q3","perc","1","1","4.8"
"r_2","2007Q3","perc","2","1","5.8"
"r_2","2007Q3","perc","0","2","10.8"
"r_2","2007Q3","perc","1","2","9.6"
"r_2","2007Q3","perc","2","2","12.3"
"r_2","2007Q4","perc","0","0","6.1"
"r_2","2007Q4","perc","1","0","5.6"
"r_2","2007Q4","perc","2","0","6.7"
"r_2","2007Q4","perc","0","1","4.9"
"r_2","2007Q4","perc","1","1","4.6"
"r_2","2007Q4","perc","2","1","5.3"
"r_2","2007Q4","perc","0","2","9.9"
"r_2","2007Q4","perc","1","2","8.7"
"r_2","2007Q4","perc","2","2","11.4"
"r_2","2008Q1","perc","0","0","6.5"
"r_2","2008Q1","perc","1","0","6.4"
"r_2","2008Q1","perc","2","0","6.7"
"r_2","2008Q1","perc","0","1","5.3"
"r_2","2008Q1","perc","1","1","5.2"
"r_2","2008Q1","perc","2","1","5.4"
"r_2","2008Q1","perc","0","2","10.4"
"r_2","2008Q1","perc","1","2","9.8"
"r_2","2008Q1","perc","2","2","11.2"
"r_2","2008Q2","perc","0","0","5.8"
"r_2","2008Q2","perc","1","0","5.6"
"r_2","2008Q2","perc","2","0","6"
"r_2","2008Q2","perc","0","1","4.6"
"r_2","2008Q2","perc","1","1","4.1"
"r_2","2008Q2","perc","2","1","5.1"
"r_2","2008Q2","perc","0","2","9.6"
"r_2","2008Q2","perc","1","2","10"
"r_2","2008Q2","perc","2","2","9.1"
"r_2","2008Q3","perc","0","0","5.1"
"r_2","2008Q3","perc","1","0","5"
"r_2","2008Q3","perc","2","0","5.3"
"r_2","2008Q3","perc","0","1","4.1"
"r_2","2008Q3","perc","1","1","4"
"r_2","2008Q3","perc","2","1","4.2"
"r_2","2008Q3","perc","0","2","8.5"
"r_2","2008Q3","perc","1","2","8.1"
"r_2","2008Q3","perc","2","2","9"
"r_2","2008Q4","perc","0","0","5"
"r_2","2008Q4","perc","1","0","4.9"
"r_2","2008Q4","perc","2","0","5.1"
"r_2","2008Q4","perc","0","1","4.1"
"r_2","2008Q4","perc","1","1","4"
"r_2","2008Q4","perc","2","1","4.2"
"r_2","2008Q4","perc","0","2","7.9"
"r_2","2008Q4","perc","1","2","7.6"
"r_2","2008Q4","perc","2","2","8.4"
"r_2","2009Q1","perc","0","0","6.4"
"r_2","2009Q1","perc","1","0","6.5"
"r_2","2009Q1","perc","2","0","6.2"
"r_2","2009Q1","perc","0","1","5.2"
"r_2","2009Q1","perc","1","1","5.5"
"r_2","2009Q1","perc","2","1","5"
"r_2","2009Q1","perc","0","2","10.3"
"r_2","2009Q1","perc","1","2","9.8"
"r_2","2009Q1","perc","2","2","10.9"
"r_2","2009Q2","perc","0","0","6.3"
"r_2","2009Q2","perc","1","0","6.3"
"r_2","2009Q2","perc","2","0","6.4"
"r_2","2009Q2","perc","0","1","5.5"
"r_2","2009Q2","perc","1","1","5.4"
"r_2","2009Q2","perc","2","1","5.6"
"r_2","2009Q2","perc","0","2","9"
"r_2","2009Q2","perc","1","2","8.8"
"r_2","2009Q2","perc","2","2","9.3"
"r_2","2009Q3","perc","0","0","6.7"
"r_2","2009Q3","perc","1","0","6.8"
"r_2","2009Q3","perc","2","0","6.5"
"r_2","2009Q3","perc","0","1","5.7"
"r_2","2009Q3","perc","1","1","5.8"
"r_2","2009Q3","perc","2","1","5.7"
"r_2","2009Q3","perc","0","2","9.7"
"r_2","2009Q3","perc","1","2","9.8"
"r_2","2009Q3","perc","2","2","9.5"
"r_2","2009Q4","perc","0","0","7.9"
"r_2","2009Q4","perc","1","0","8.4"
"r_2","2009Q4","perc","2","0","7.4"
"r_2","2009Q4","perc","0","1","6.8"
"r_2","2009Q4","perc","1","1","7.2"
"r_2","2009Q4","perc","2","1","6.3"
"r_2","2009Q4","perc","0","2","11.8"
"r_2","2009Q4","perc","1","2","11.9"
"r_2","2009Q4","perc","2","2","11.6"
"r_2","2010Q1","perc","0","0","10.2"
"r_2","2010Q1","perc","1","0","10.8"
"r_2","2010Q1","perc","2","0","9.5"
"r_2","2010Q1","perc","0","1","9"
"r_2","2010Q1","perc","1","1","9.3"
"r_2","2010Q1","perc","2","1","8.6"
"r_2","2010Q1","perc","0","2","14.7"
"r_2","2010Q1","perc","1","2","15.8"
"r_2","2010Q1","perc","2","2","13.3"
"r_2","2010Q2","perc","0","0","10"
"r_2","2010Q2","perc","1","0","10.5"
"r_2","2010Q2","perc","2","0","9.5"
"r_2","2010Q2","perc","0","1","8.8"
"r_2","2010Q2","perc","1","1","9"
"r_2","2010Q2","perc","2","1","8.6"
"r_2","2010Q2","perc","0","2","14.2"
"r_2","2010Q2","perc","1","2","15"
"r_2","2010Q2","perc","2","2","13"
"r_2","2010Q3","perc","0","0","9.6"
"r_2","2010Q3","perc","1","0","10.1"
"r_2","2010Q3","perc","2","0","9"
"r_2","2010Q3","perc","0","1","8.3"
"r_2","2010Q3","perc","1","1","8.7"
"r_2","2010Q3","perc","2","1","7.8"
"r_2","2010Q3","perc","0","2","13.9"
"r_2","2010Q3","perc","1","2","14.1"
"r_2","2010Q3","perc","2","2","13.5"
"r_2","2010Q4","perc","0","0","11.3"
"r_2","2010Q4","perc","1","0","12.1"
"r_2","2010Q4","perc","2","0","10.5"
"r_2","2010Q4","perc","0","1","9.8"
"r_2","2010Q4","perc","1","1","10.5"
"r_2","2010Q4","perc","2","1","9.1"
"r_2","2010Q4","perc","0","2","16.6"
"r_2","2010Q4","perc","1","2","17.3"
"r_2","2010Q4","perc","2","2","15.6"
"r_2","2011Q1","perc","0","0","12.2"
"r_2","2011Q1","perc","1","0","13.2"
"r_2","2011Q1","perc","2","0","10.9"
"r_2","2011Q1","perc","0","1","10.6"
"r_2","2011Q1","perc","1","1","11.6"
"r_2","2011Q1","perc","2","1","9.4"
"r_2","2011Q1","perc","0","2","17.9"
"r_2","2011Q1","perc","1","2","18.5"
"r_2","2011Q1","perc","2","2","17.1"
"r_2","2011Q2","perc","0","0","11.2"
"r_2","2011Q2","perc","1","0","12.2"
"r_2","2011Q2","perc","2","0","10.1"
"r_2","2011Q2","perc","0","1","10.1"
"r_2","2011Q2","perc","1","1","11"
"r_2","2011Q2","perc","2","1","9"
"r_2","2011Q2","perc","0","2","15.2"
"r_2","2011Q2","perc","1","2","15.6"
"r_2","2011Q2","perc","2","2","14.5"
"r_2","2011Q3","perc","0","0","10.2"
"r_2","2011Q3","perc","1","0","11"
"r_2","2011Q3","perc","2","0","9.4"
"r_2","2011Q3","perc","0","1","9.1"
"r_2","2011Q3","perc","1","1","10"
"r_2","2011Q3","perc","2","1","8.1"
"r_2","2011Q3","perc","0","2","14.2"
"r_2","2011Q3","perc","1","2","14.3"
"r_2","2011Q3","perc","2","2","14.2"
"r_2","2011Q4","perc","0","0","11.4"
"r_2","2011Q4","perc","1","0","12.7"
"r_2","2011Q4","perc","2","0","10"
"r_2","2011Q4","perc","0","1","10.4"
"r_2","2011Q4","perc","1","1","11.6"
"r_2","2011Q4","perc","2","1","8.9"
"r_2","2011Q4","perc","0","2","15.2"
"r_2","2011Q4","perc","1","2","16.1"
"r_2","2011Q4","perc","2","2","14.1"
"r_2","2012Q1","perc","0","0","12.9"
"r_2","2012Q1","perc","1","0","14.5"
"r_2","2012Q1","perc","2","0","11"
"r_2","2012Q1","perc","0","1","11.3"
"r_2","2012Q1","perc","1","1","12.9"
"r_2","2012Q1","perc","2","1","9.6"
"r_2","2012Q1","perc","0","2","18.5"
"r_2","2012Q1","perc","1","2","19.6"
"r_2","2012Q1","perc","2","2","16.9"
"r_2","2012Q2","perc","0","0","12.3"
"r_2","2012Q2","perc","1","0","13.7"
"r_2","2012Q2","perc","2","0","10.8"
"r_2","2012Q2","perc","0","1","11.3"
"r_2","2012Q2","perc","1","1","12.8"
"r_2","2012Q2","perc","2","1","9.6"
"r_2","2012Q2","perc","0","2","16"
"r_2","2012Q2","perc","1","2","16.6"
"r_2","2012Q2","perc","2","2","15.1"
"r_2","2012Q3","perc","0","0","11.5"
"r_2","2012Q3","perc","1","0","12.7"
"r_2","2012Q3","perc","2","0","10.1"
"r_2","2012Q3","perc","0","1","10.4"
"r_2","2012Q3","perc","1","1","11.6"
"r_2","2012Q3","perc","2","1","9"
"r_2","2012Q3","perc","0","2","15.6"
"r_2","2012Q3","perc","1","2","16.5"
"r_2","2012Q3","perc","2","2","14.4"
"r_2","2012Q4","perc","0","0","12.4"
"r_2","2012Q4","perc","1","0","13.2"
"r_2","2012Q4","perc","2","0","11.4"
"r_2","2012Q4","perc","0","1","10.9"
"r_2","2012Q4","perc","1","1","11.5"
"r_2","2012Q4","perc","2","1","10.2"
"r_2","2012Q4","perc","0","2","17.8"
"r_2","2012Q4","perc","1","2","18.7"
"r_2","2012Q4","perc","2","2","16.5"
"r_2","2013Q1","perc","0","0","13.8"
"r_2","2013Q1","perc","1","0","15.1"
"r_2","2013Q1","perc","2","0","12.2"
"r_2","2013Q1","perc","0","1","12.3"
"r_2","2013Q1","perc","1","1","13.7"
"r_2","2013Q1","perc","2","1","10.9"
"r_2","2013Q1","perc","0","2","19"
"r_2","2013Q1","perc","1","2","20"
"r_2","2013Q1","perc","2","2","17.8"
"r_2","2013Q2","perc","0","0","12.9"
"r_2","2013Q2","perc","1","0","14"
"r_2","2013Q2","perc","2","0","11.7"
"r_2","2013Q2","perc","0","1","11.7"
"r_2","2013Q2","perc","1","1","13"
"r_2","2013Q2","perc","2","1","10.4"
"r_2","2013Q2","perc","0","2","17.2"
"r_2","2013Q2","perc","1","2","17.5"
"r_2","2013Q2","perc","2","2","16.9"
"r_2","2013Q3","perc","0","0","12"
"r_2","2013Q3","perc","1","0","12.6"
"r_2","2013Q3","perc","2","0","11.3"
"r_2","2013Q3","perc","0","1","10.5"
"r_2","2013Q3","perc","1","1","11.2"
"r_2","2013Q3","perc","2","1","9.8"
"r_2","2013Q3","perc","0","2","17.1"
"r_2","2013Q3","perc","1","2","17.1"
"r_2","2013Q3","perc","2","2","17.1"
"r_2","2013Q4","perc","0","0","13"
"r_2","2013Q4","perc","1","0","13.8"
"r_2","2013Q4","perc","2","0","12.2"
"r_2","2013Q4","perc","0","1","11"
"r_2","2013Q4","perc","1","1","11.6"
"r_2","2013Q4","perc","2","1","10.5"
"r_2","2013Q4","perc","0","2","20.3"
"r_2","2013Q4","perc","1","2","21.1"
"r_2","2013Q4","perc","2","2","19.1"
"r_2","2014Q1","perc","0","0","13"
"r_2","2014Q1","perc","1","0","13.9"
"r_2","2014Q1","perc","2","0","12"
"r_2","2014Q1","perc","0","1","11.1"
"r_2","2014Q1","perc","1","1","12"
"r_2","2014Q1","perc","2","1","10.1"
"r_2","2014Q1","perc","0","2","20"
"r_2","2014Q1","perc","1","2","20.1"
"r_2","2014Q1","perc","2","2","20"
"r_2","2014Q2","perc","0","0","11.4"
"r_2","2014Q2","perc","1","0","12.4"
"r_2","2014Q2","perc","2","0","10.1"
"r_2","2014Q2","perc","0","1","10"
"r_2","2014Q2","perc","1","1","11.3"
"r_2","2014Q2","perc","2","1","8.7"
"r_2","2014Q2","perc","0","2","16.2"
"r_2","2014Q2","perc","1","2","16.3"
"r_2","2014Q2","perc","2","2","16"
"r_2","2014Q3","perc","0","0","10.8"
"r_2","2014Q3","perc","1","0","11.5"
"r_2","2014Q3","perc","2","0","9.9"
"r_2","2014Q3","perc","0","1","9"
"r_2","2014Q3","perc","1","1","9.9"
"r_2","2014Q3","perc","2","1","8"
"r_2","2014Q3","perc","0","2","16.9"
"r_2","2014Q3","perc","1","2","16.7"
"r_2","2014Q3","perc","2","2","17.1"
"r_2","2014Q4","perc","0","0","10.6"
"r_2","2014Q4","perc","1","0","11.4"
"r_2","2014Q4","perc","2","0","9.7"
"r_2","2014Q4","perc","0","1","8.7"
"r_2","2014Q4","perc","1","1","9.7"
"r_2","2014Q4","perc","2","1","7.7"
"r_2","2014Q4","perc","0","2","17.3"
"r_2","2014Q4","perc","1","2","16.8"
"r_2","2014Q4","perc","2","2","18"
"r_2","2015Q1","perc","0","0","10.6"
"r_2","2015Q1","perc","1","0","11.4"
"r_2","2015Q1","perc","2","0","9.7"
"r_2","2015Q1","perc","0","1","8.8"
"r_2","2015Q1","perc","1","1","9.6"
"r_2","2015Q1","perc","2","1","8.1"
"r_2","2015Q1","perc","0","2","17.1"
"r_2","2015Q1","perc","1","2","17.3"
"r_2","2015Q1","perc","2","2","16.7"
"r_2","2015Q2","perc","0","0","9.9"
"r_2","2015Q2","perc","1","0","10.9"
"r_2","2015Q2","perc","2","0","8.8"
"r_2","2015Q2","perc","0","1","8.3"
"r_2","2015Q2","perc","1","1","9.1"
"r_2","2015Q2","perc","2","1","7.5"
"r_2","2015Q2","perc","0","2","15.6"
"r_2","2015Q2","perc","1","2","16.6"
"r_2","2015Q2","perc","2","2","14.1"
"r_2","2015Q3","perc","0","0","8.3"
"r_2","2015Q3","perc","1","0","8.8"
"r_2","2015Q3","perc","2","0","7.6"
"r_2","2015Q3","perc","0","1","6.5"
"r_2","2015Q3","perc","1","1","7.1"
"r_2","2015Q3","perc","2","1","5.9"
"r_2","2015Q3","perc","0","2","14.2"
"r_2","2015Q3","perc","1","2","14.2"
"r_2","2015Q3","perc","2","2","14.3"
"r_2","2015Q4","perc","0","0","7.9"
"r_2","2015Q4","perc","1","0","8"
"r_2","2015Q4","perc","2","0","7.6"
"r_2","2015Q4","perc","0","1","6.2"
"r_2","2015Q4","perc","1","1","6.5"
"r_2","2015Q4","perc","2","1","6"
"r_2","2015Q4","perc","0","2","13.7"
"r_2","2015Q4","perc","1","2","13.1"
"r_2","2015Q4","perc","2","2","14.5"
"r_3","2016Q1","perc","0","0","8.6"
"r_3","2016Q1","perc","1","0","9.3"
"r_3","2016Q1","perc","2","0","7.8"
"r_3","2016Q1","perc","0","1","6.9"
"r_3","2016Q1","perc","1","1","7.5"
"r_3","2016Q1","perc","2","1","6.3"
"r_3","2016Q1","perc","0","2","14.8"
"r_3","2016Q1","perc","1","2","15.3"
"r_3","2016Q1","perc","2","2","14.1"
"r_4","2016Q2","perc","0","0","8"
"r_4","2016Q2","perc","1","0","8.8"
"r_4","2016Q2","perc","2","0","7.2"
"r_4","2016Q2","perc","0","1","6.7"
"r_4","2016Q2","perc","1","1","7.5"
"r_4","2016Q2","perc","2","1","5.9"
"r_4","2016Q2","perc","0","2","12.9"
"r_4","2016Q2","perc","1","2","13.2"
"r_4","2016Q2","perc","2","2","12.4"
"r_5","2016Q3","perc","0","0","7"
"r_5","2016Q3","perc","1","0","7.4"
"r_5","2016Q3","perc","2","0","6.5"
"r_5","2016Q3","perc","0","1","5.9"
"r_5","2016Q3","perc","1","1","6.4"
"r_5","2016Q3","perc","2","1","5.4"
"r_5","2016Q3","perc","0","2","10.9"
"r_5","2016Q3","perc","1","2","10.8"
"r_5","2016Q3","perc","2","2","11.1"
"r_6","2016Q4","perc","0","0","6.7"
"r_6","2016Q4","perc","1","0","6.8"
"r_6","2016Q4","perc","2","0","6.5"
"r_6","2016Q4","perc","0","1","5.6"
"r_6","2016Q4","perc","1","1","5.8"
"r_6","2016Q4","perc","2","1","5.3"
"r_6","2016Q4","perc","0","2","10.9"
"r_6","2016Q4","perc","1","2","10.4"
"r_6","2016Q4","perc","2","2","11.7"
"r_7","2017Q1","perc","0","0","6.9"
"r_7","2017Q1","perc","1","0","6.8"
"r_7","2017Q1","perc","2","0","6.9"
"r_7","2017Q1","perc","0","1","5.4"
"r_7","2017Q1","perc","1","1","5.1"
"r_7","2017Q1","perc","2","1","5.6"
"r_7","2017Q1","perc","0","2","12.5"
"r_7","2017Q1","perc","1","2","12.4"
"r_7","2017Q1","perc","2","2","12.7"
"r_8","2017Q2","perc","0","0","6.3"
"r_8","2017Q2","perc","1","0","6.9"
"r_8","2017Q2","perc","2","0","5.7"
"r_8","2017Q2","perc","0","1","5.2"
"r_8","2017Q2","perc","1","1","5.6"
"r_8","2017Q2","perc","2","1","4.8"
"r_8","2017Q2","perc","0","2","10.2"
"r_8","2017Q2","perc","1","2","10.9"
"r_8","2017Q2","perc","2","2","9.4"
"r_9","2017Q3","perc","0","0","5.8"
"r_9","2017Q3","perc","1","0","6.1"
"r_9","2017Q3","perc","2","0","5.5"
"r_9","2017Q3","perc","0","1","5.1"
"r_9","2017Q3","perc","1","1","5.4"
"r_9","2017Q3","perc","2","1","4.8"
"r_9","2017Q3","perc","0","2","8.5"
"r_9","2017Q3","perc","1","2","8.5"
"r_9","2017Q3","perc","2","2","8.6"
"r_10","2017Q4","perc","0","0","5.6"
"r_10","2017Q4","perc","1","0","5.6"
"r_10","2017Q4","perc","2","0","5.7"
"r_10","2017Q4","perc","0","1","4.7"
"r_10","2017Q4","perc","1","1","4.9"
"r_10","2017Q4","perc","2","1","4.6"
"r_10","2017Q4","perc","0","2","8.8"
"r_10","2017Q4","perc","1","2","8"
"r_10","2017Q4","perc","2","2","10"
"r_11","2018Q1","perc","0","0","5.7"
"r_11","2018Q1","perc","1","0","6.3"
"r_11","2018Q1","perc","2","0","5.1"
"r_11","2018Q1","perc","0","1","4.6"
"r_11","2018Q1","perc","1","1","5.2"
"r_11","2018Q1","perc","2","1","3.9"
"r_11","2018Q1","perc","0","2","9.8"
"r_11","2018Q1","perc","1","2","9.8"
"r_11","2018Q1","perc","2","2","9.8"
"r_12","2018Q2","perc","0","0","5.5"
"r_12","2018Q2","perc","1","0","6.1"
"r_12","2018Q2","perc","2","0","4.7"
"r_12","2018Q2","perc","0","1","4.3"
"r_12","2018Q2","perc","1","1","5"
"r_12","2018Q2","perc","2","1","3.5"
"r_12","2018Q2","perc","0","2","9.6"
"r_12","2018Q2","perc","1","2","9.7"
"r_12","2018Q2","perc","2","2","9.4"
"r_13","2018Q3","perc","0","0","5"
"r_13","2018Q3","perc","1","0","5.4"
"r_13","2018Q3","perc","2","0","4.5"
"r_13","2018Q3","perc","0","1","3.9"
"r_13","2018Q3","perc","1","1","4.4"
"r_13","2018Q3","perc","2","1","3.4"
"r_13","2018Q3","perc","0","2","8.7"
"r_13","2018Q3","perc","1","2","8.2"
"r_13","2018Q3","perc","2","2","9.3"
"r_14","2018Q4","perc","0","0","4.7"
"r_14","2018Q4","perc","1","0","4.9"
"r_14","2018Q4","perc","2","0","4.3"
"r_14","2018Q4","perc","0","1","3.8"
"r_14","2018Q4","perc","1","1","3.9"
"r_14","2018Q4","perc","2","1","3.7"
"r_14","2018Q4","perc","0","2","7.7"
"r_14","2018Q4","perc","1","2","8.2"
"r_14","2018Q4","perc","2","2","7.1"
"r_15","2019Q1","perc","0","0","5"
"r_15","2019Q1","perc","1","0","5.3"
"r_15","2019Q1","perc","2","0","4.6"
"r_15","2019Q1","perc","0","1","3.9"
"r_15","2019Q1","perc","1","1","4.1"
"r_15","2019Q1","perc","2","1","3.8"
"r_15","2019Q1","perc","0","2","8.8"
"r_15","2019Q1","perc","1","2","9.4"
"r_15","2019Q1","perc","2","2","8"
"r_16","2019Q2","perc","0","0","4.2"
"r_16","2019Q2","perc","1","0","4.6"
"r_16","2019Q2","perc","2","0","3.7"
"r_16","2019Q2","perc","0","1","3.2"
"r_16","2019Q2","perc","1","1","3.5"
"r_16","2019Q2","perc","2","1","2.8"
"r_16","2019Q2","perc","0","2","7.6"
"r_16","2019Q2","perc","1","2","7.9"
"r_16","2019Q2","perc","2","2","7.3"
"r_17","2019Q3","perc","0","0","3.7"
"r_17","2019Q3","perc","1","0","3.8"
"r_17","2019Q3","perc","2","0","3.4"
"r_17","2019Q3","perc","0","1","2.8"
"r_17","2019Q3","perc","1","1","3"
"r_17","2019Q3","perc","2","1","2.5"
"r_17","2019Q3","perc","0","2","6.7"
"r_17","2019Q3","perc","1","2","6.4"
"r_17","2019Q3","perc","2","2","7"
"r_18","2019Q4","perc","0","0","4.1"
"r_18","2019Q4","perc","1","0","4.4"
"r_18","2019Q4","perc","2","0","3.8"
"r_18","2019Q4","perc","0","1","3"
"r_18","2019Q4","perc","1","1","3.3"
"r_18","2019Q4","perc","2","1","2.7"
"r_18","2019Q4","perc","0","2","8.1"
"r_18","2019Q4","perc","1","2","7.9"
"r_18","2019Q4","perc","2","2","8.3"
